pairs,labels
"""Clyde Geronimi Wilfred Jackson"" Alice in Wonderland [SEP] 1951 ""Clyde Geronimi Wilfred Jackson",0
"Billy Wilder Ace in the Hole 1951 [SEP] ""George Stevens George Stevens Jr."" A Place in the Sun",0
"Edgar G. Ulmer The Man from Planet X 1951 [SEP] ""Fred Brannon Fred C. Brannon"" Radar Men from the Moon",0
Edgar G. Ulmer The Man from Planet X 1951 [SEP] Harry Horner Red Planet Mars 1951 1952 1953,0
"George Stevens A Place in the Sun 1951 [SEP] ""George Stevens George Stevens Jr."" A Place in the Sun",1
Cecil B. DeMille The Greatest Show on Earth 1952 [SEP] Cecil B. DeMille The Greatest Show on Earth 1951 1952 1953,1
Hal Walker Road to Bali 1952 [SEP] Hal Walker That's My Boy 1950 1951 1952,0
Douglas Sirk All I Desire 1953 [SEP] Douglas Sirk Magnificent Obsession 1953 1954 1955,0
Howard Hawks Gentlemen Prefer Blondes 1953 [SEP] Howard Hawks Monkey Business 1951 1952 1953,0
William Dieterle Salome 1953 [SEP] William Dieterle Salome 1952 1953 1954,1
"""Otto Preminger Jean Negulesco"" River of No Return [SEP] 1954 Otto Preminger River of No Return",1
Robert Aldrich Kiss Me Deadly 1955 [SEP] Robert Aldrich Kiss Me Deadly 1954 1955 1956,1
Jack Arnold Revenge of the Creature 1955 [SEP] Jack Arnold Creature from the Black Lagoon 1953 1954 1955,0
Alfred Hitchcock To Catch a Thief 1955 [SEP] Alfred Hitchcock Dial M for Murder 1953 1954 1955,0
Alfred Hitchcock To Catch a Thief 1955 [SEP] Alfred Hitchcock The Man Who Knew Too Much 1955 1956 1957,0
"""Michael Anderson John Farrow"" Around the World in Eighty Days [SEP] 1956 Michael Anderson 1984",0
Robert Aldrich Autumn Leaves 1956 [SEP] Robert Aldrich Kiss Me Deadly 1954 1955 1956,0
Stanley Kubrick The Killing 1956 [SEP] Stanley Kubrick Killer's Kiss 1954 1955 1956,0
"Roger Corman Attack of the Crab Monsters 1957 [SEP] ""Ishir Honda Terry O. Morse"" ""Godzilla",0
"Elia Kazan A Face in the Crowd 1957 [SEP] ""Ben Hecht Rudolph Mat"" Miracle in the Rain",0
Kurt Neumann The Fly 1958 [SEP] Kurt Neumann The Fly 1957 1958 1959,1
Kurt Neumann The Fly 1958 [SEP] Kurt Neumann Kronos 1957 1958 1959,0
"Vincente Minnelli Gigi 1958 [SEP] ""Corinne Marchand Charles Walters Edwin Jerome",1
Roger Corman A Bucket of Blood 1959 [SEP] Roger Corman A Bucket of Blood 1958 1959 1960,1
George Marshall The Mating Game 1959 [SEP] George Marshall The Mating Game 1958 1959 1960,1
Terence Fisher The Mummy 1959 [SEP] Kurt Neumann The Fly 1957 1958 1959,0
Terence Fisher The Mummy 1959 [SEP] Terence Fisher The Hound of the Baskervilles 1958 1959 1960,0
William Castle The Tingler 1959 [SEP] William Castle 13 Ghosts 1959 1960 1961,0
"David Swift Pollyanna 1960 [SEP] ""David Swift (II) David Swift"" Pollyanna",1
Stanley Kramer Judgment at Nuremberg 1961 [SEP] Stanley Kramer Inherit the Wind 1959 1960 1961,0
Roger Corman Pit and the Pendulum 1961 [SEP] Roger Corman Tower of London 1961 1962 1963,0
John Frankenheimer The Young Savages 1961 [SEP] John Frankenheimer The Young Savages 1960 1961 1962,1
Edward L. Cahn Beauty and the Beast 1962 [SEP] Roger Corman Pit and the Pendulum (The Pit and the Pendulum) 1960 1961 1962,0
J. Lee Thompson Cape Fear 1962 [SEP] J. Lee Thompson Kings of the Sun 1962 1963 1964,0
"Stanley Kramer ""It's a Mad  Mad [SEP]  Mad  Mad World"" 1963",1
Roger Corman The Raven 1963 [SEP] Roger Corman Tales of Terror 1961 1962 1963,0
Roger Corman The Raven 1963 [SEP] Roger Corman The Intruder 1961 1962 1963,0
Robert Stevenson Son of Flubber 1963 [SEP] Robert Stevenson Mary Poppins 1963 1964 1965,0
Roger Corman X: The Man with the X-Ray Eyes 1963 [SEP] Roger Corman The Masque of the Red Death 1963 1964 1965,0
Byron Haskin Robinson Crusoe on Mars 1964 [SEP] Byron Haskin Robinson Crusoe on Mars 1963 1964 1965,1
George Roy Hill Thoroughly Modern Millie 1967 [SEP] George Roy Hill Thoroughly Modern Millie 1966 1967 1968,1
"John Waters Multiple Maniacs 1970 [SEP] ""Robert Vincent O'Neill Robert Vincent O'Neil"" Blood Mania",0
Boris Sagal The Omega Man 1971 [SEP] Boris Sagal Scarecrow 1971 1972 1973,0
Sam Peckinpah Straw Dogs 1971 [SEP] Sam Peckinpah The Getaway 1971 1972 1973,0
"Richard C. Sarafian Vanishing Point 1971 [SEP] ""Richard C. Sarafian Stephen A. Smith Julia Szucs""",1
George Roy Hill Slaughterhouse-Five 1972 [SEP] George Roy Hill Slaughterhouse-Five 1971 1972 1973,1
Martin Ritt Sounder 1972 [SEP] Martin Ritt Sounder 1971 1972 1973,1
"""Jack Deerson Barbara Peeters"" The Dark Side of Tomorrow [SEP] 1970 ""Dan Curtis Alex Stevens""",0
Clint Eastwood The Eiger Sanction 1975 [SEP] Michael Apted The Collection 1975 1976 1977,0
Brian De Palma Carrie 1976 [SEP] Brian DePalma Carrie 1975 1976 1977,1
Bert I. Gordon The Food of the Gods 1976 [SEP] Bert I. Gordon The Food of the Gods 1975 1976 1977,1
Richard Donner The Omen 1976 [SEP] Peter Yates The Deep 1976 1977 1978,0
Roger Watkins The Last House on Dead End Street 1977 [SEP] William Fruet Death Weekend (The House by the Lake) 1975 1976 1977,0
George A. Romero Dawn of the Dead 1978 [SEP] George A. Romero Dawn of the Dead 1978 1979 1980,1
Michael Cimino The Deer Hunter 1978 [SEP] Michael Cimino The Deer Hunter 1977 1978 1979,1
"""Warren Beatty Buck Henry"" Heaven Can Wait [SEP] 1978 ""Warren Beatty Buck Henry""",1
Philip Kaufman Invasion of the Body Snatchers 1978 [SEP] George A. Romero Dawn of the Dead 1978 1979 1980,0
Ralph Bakshi The Lord of the Rings 1978 [SEP] Ralph Bakshi The Lord of the Rings 1977 1978 1979,1
Steven Spielberg 1941 1979 [SEP] Steven Spielberg 1941 1978 1979 1980,1
"Abel Ferrara The Driller Killer 1979 [SEP] ""Abel Ferrara Sean Weathers"" The Driller Killer",1
Jonathan Kaplan Over the Edge 1979 [SEP] Jonathan Kaplan Over the Edge 1978 1979 1980,1
Fred Walton When a Stranger Calls 1979 [SEP] Fred Walton When a Stranger Calls 1978 1979 1980,1
Lewis Teague Alligator 1980 [SEP] Lewis Teague Alligator 1979 1980 1981,1
John Carpenter The Fog 1980 [SEP] Carl Reiner The Jerk 1978 1979 1980,0
Sydney Pollack Absence of Malice 1981 [SEP] Sydney Pollack Tootsie 1981 1982 1983,0
Carl Gottlieb Caveman 1981 [SEP] Carl Gottlieb Caveman 1980 1981 1982,1
Michael Apted Continental Divide 1981 [SEP] Michael Apted Continental Divide 1980 1981 1982,1
Graham Baker The Final Conflict 1981 [SEP] Graham Baker Omen III: The Final Conflict 1980 1981 1982,0
Jim Henson The Great Muppet Caper 1981 [SEP] Joe D'Amato The Grim Reaper 1979 1980 1981,0
Ken Hughes Night School 1981 [SEP] Bruce Malmuth Nighthawks 1980 1981 1982,0
Steven Spielberg Raiders of the Lost Ark 1981 [SEP] Steven Spielberg E.T. The Extra-Terrestrial 1981 1982 1983,0
Warren Beatty Reds 1981 [SEP] Warren Beatty Reds 1980 1981 1982,1
"Bob Clark A Christmas Story 1983 [SEP] ""Bob Clark (III) Bob Clark"" A Christmas Story",1
"Tom McLoughlin One Dark Night 1982 [SEP] ""Tom DeSimone Tom De Simone"" Hell Night",0
Alan Rudolph Choose Me 1984 [SEP] Alan Rudolph Choose Me 1983 1984 1985,1
Richard Franklin Cloak & Dagger 1984 [SEP] Richard Franklin Psycho II 1982 1983 1984,0
Mark L. Lester Firestarter 1984 [SEP] Mark L. Lester Commando 1984 1985 1986,0
"""John 'Bud' Cardos Mark Rosman"" Night Shadows [SEP] 1984 Jackie Kong Night Patrol",0
Thom Eberhardt Night of the Comet 1984 [SEP] Fritz Kiersch Children of the Corn 1983 1984 1985,0
"Rob Epstein The Times of Harvey Milk 1984 [SEP] ""Robert Epstein Rob Epstein"" The Times of Harvey Milk",1
John Badham American Flyers 1985 [SEP] John Badham Short Circuit 1985 1986 1987,0
Sam Firstenberg American Ninja 1985 [SEP] Renny Harlin Born American 1985 1986 1987,0
George A. Romero Day of the Dead 1985 [SEP] Michael Cimino Year of the Dragon 1984 1985 1986,0
Robert Mandel F/X 1986 [SEP] Robert Mandel Big Shots 1986 1987 1988,0
Hector Babenco Kiss of the Spider Woman 1985 [SEP] Hector Babenco Kiss of the Spider Woman 1984 1985 1986,1
Stuart Gordon Re-Animator 1985 [SEP] Stuart Gordon From Beyond 1985 1986 1987,0
John Landis Spies Like Us 1985 [SEP] John Landis Three Amigos! 1985 1986 1987,0
Bruce Beresford Crimes of the Heart 1986 [SEP] Michael Cimino Year of the Dragon 1984 1985 1986,0
Bruce Beresford Crimes of the Heart 1986 [SEP] Hector Babenco Kiss of the Spider Woman 1984 1985 1986,0
William Fruet Killer Party 1986 [SEP] William Friedkin To Live and Die in L.A. 1984 1985 1986,0
Howard Deutch Pretty in Pink 1986 [SEP] Howard Deutch Some Kind of Wonderful 1986 1987 1988,0
Harry Winer SpaceCamp 1986 [SEP] Mel Brooks Spaceballs 1986 1987 1988,0
Tony Scott Top Gun 1986 [SEP] Tony Scott Beverly Hills Cop II 1986 1987 1988,0
Chris Columbus Adventures in Babysitting 1987 [SEP] Chris Columbus Adventures in Babysitting 1986 1987 1988,1
Eugene Marner Beauty and the Beast 1987 [SEP] Robert Day The Quick and the Dead 1986 1987 1988,0
Newt Arnold Bloodsport 1988 [SEP] Newt Arnold Bloodsport 1987 1988 1989,1
"Newt Arnold Bloodsport 1988 [SEP] ""Frank Kerr Peter Maris"" True Blood",0
Jean-Luc Godard King Lear 1987 [SEP] Jean-Luc Godard King Lear 1986 1987 1988,1
Carl Reiner Summer School 1987 [SEP] Alan Metter Back to School 1985 1986 1987,0
Penny Marshall Big 1988 [SEP] Garry Marshall Beaches 1987 1988 1989,0
John Waters Hairspray 1988 [SEP] John Waters Hairspray 1987 1988 1989,1
"Dwight H. Little Halloween 4: The Return of Michael Myers 1988 [SEP] ""Dwight H. Little Mark Cullingham"" Halloween 4: The Return of Michael Myers",1
Jim Wynorski Not of This Earth 1988 [SEP] Jim Wynorski Big Bad Mama II 1986 1987 1988,0
Jim Wynorski Not of This Earth 1988 [SEP] Jim Wynorski Not of this Earth 1987 1988 1989,1
Ken Kwapis Vibes 1988 [SEP] Ken Kwapis Vibes 1987 1988 1989,1
Zalman King Wildfire 1988 [SEP] Zalman King Two Moon Junction 1987 1988 1989,0
Robert Zemeckis Back to the Future Part II 1989 [SEP] Ken Wiederhorn Return of the Living Dead Part II 1987 1988 1989,0
Stephen Herek Bill & Ted's Excellent Adventure 1989 [SEP] Stephen Herek Bill and Ted's Excellent Adventure 1988 1989 1990,1
"John Fasano The Jitters 1989 [SEP] ""Mick Garris Mick Harris"" Critters 2: The Main Course",0
"""Mark DiSalle David Worth"" Kickboxer [SEP] 1989 ""David Worth (II) David Worth",1
"John Dahl Kill Me Again 1989 [SEP] ""Gary Nelson Mel Brooks"" Get Smart Again",0
Joe Pytka Let It Ride 1989 [SEP] Joe Pytka Let It Ride 1988 1989 1990,1
"Danny DeVito The War of the Roses 1989 [SEP] ""Dwight H. Little Dwight Little"" The Phantom of the Opera",0
Danny DeVito The War of the Roses 1989 [SEP] Damian Lee Food of the Gods II 1988 1989 1990,0
"John R. Cherry III Ernest Goes to Jail 1990 [SEP] ""John Cherry John R. Cherry III"" Ernest Scared Stupid",0
William Peter Blatty The Exorcist III 1990 [SEP] William Peter Blatty The Exorcist III 1989 1990 1991,1
Francis Ford Coppola The Godfather: Part III 1990 [SEP] Robert Zemeckis Back to the Future Part II 1988 1989 1990,0
Martin Scorsese Goodfellas 1990 [SEP] Martin Scorsese Cape Fear 1990 1991 1992,0
Harry Hook Lord of the Flies 1990 [SEP] Tony Randel Children of the Night 1990 1991 1992,0
"Dwight H. Little Marked for Death 1990 [SEP] ""Dwight H. Little Dwight Little"" The Phantom of the Opera",0
Rob Reiner Misery 1990 [SEP] Rob Reiner Misery 1989 1990 1991,1
Herbert Ross My Blue Heaven 1990 [SEP] Herbert Ross Steel Magnolias 1988 1989 1990,0
Tom Savini Night of the Living Dead 1990 [SEP] Tony Randel Children of the Night 1990 1991 1992,0
Garry Marshall Pretty Woman 1990 [SEP] Garry Marshall Pretty Woman 1989 1990 1991,1
"Dennis Dugan Problem Child 1990 [SEP] ""Robert Simonds Dennis Dugan"" Problem Child",1
Clint Eastwood White Hunter Black Heart 1990 [SEP] Clint Eastwood The Rookie 1989 1990 1991,0
Barry Levinson Bugsy 1991 [SEP] Barry Levinson Bugsy 1990 1991 1992,1
Ron Underwood City Slickers 1991 [SEP] Ron Underwood Tremors 1989 1990 1991,0
Kristine Peterson Critters 3 1991 [SEP] Frank Oz Housesitter 1991 1992 1993,0
Stephen Herek Don't Tell Mom the Babysitter's Dead 1991 [SEP] Stephen Hopkins Dangerous Game 1989 1990 1991,0
Dyan Cannon The End of Innocence 1990 [SEP] Dyan Cannon The End of Innocence 1989 1990 1991,1
"John R. Cherry III Ernest Scared Stupid 1991 [SEP] ""John Cherry John R. Cherry III"" Ernest Scared Stupid",1
Garry Marshall Frankie and Johnny 1991 [SEP] Garry Marshall Frankie & Johnny 1990 1991 1992,1
"""George Jackson Doug McHenry"" House Party 2 [SEP] 1991 ""Doug McHenry George Jackson""",1
Mark DiSalle The Perfect Weapon 1991 [SEP] Richard Donner Lethal Weapon 3 1991 1992 1993,0
Kevin Reynolds Robin Hood: Prince of Thieves 1991 [SEP] John Irvin Robin Hood 1990 1991 1992,0
Steve Miner Wild Hearts Can't Be Broken 1991 [SEP] Steve Miner Forever Young 1991 1992 1993,0
Steve Miner Wild Hearts Can't Be Broken 1991 [SEP] David Lynch Wild At Heart 1989 1990 1991,0
"Martin Bell American Heart 1992 [SEP] ""Bobby Jean Leonard Bobby Leonard Bobby Gene Leonard""",0
Fran Rubel Kuzui Buffy the Vampire Slayer 1992 [SEP] Fran Rubel Kuzui Buffy the Vampire Slayer 1991 1992 1993,1
Steve Miner Forever Young 1992 [SEP] Steve Miner Wild Hearts Can't Be Broken 1990 1991 1992,0
John Landis Innocent Blood 1992 [SEP] John Landis Innocent Blood 1991 1992 1993,1
Penny Marshall A League of Their Own 1992 [SEP] Penny Marshall A League of Their Own 1991 1992 1993,1
Stephen Herek The Mighty Ducks 1992 [SEP] Stephen Herek Don't Tell Mom the Babysitter's Dead 1990 1991 1992,0
Hal Hartley Simple Men 1992 [SEP] Hal Hartley Trust 1990 1991 1992,0
Cameron Crowe Singles 1992 [SEP] Barbet Schroeder Single White Female 1991 1992 1993,0
Emile Ardolino Sister Act 1992 [SEP] Bill Duke Sister Act 2: Back in the Habit 1992 1993 1994,0
Roland Emmerich Universal Soldier 1992 [SEP] Roland Emmerich Universal Soldier 1991 1992 1993,1
Stephen Sommers The Adventures of Huck Finn 1993 [SEP] Michael Schultz The Adventures of Young Indiana Jones: Hollywood Follies 1993 1994 1995,0
Luca Bercovici Dark Tide 1994 [SEP] Luca Bercovici Dark Tide 1992 1993 1994,1
Robert Lieberman Fire in the Sky 1993 [SEP] Wolfgang Petersen In the Line of Fire 1992 1993 1994,0
"""Albert Band Charles Band"" Prehysteria! [SEP] 1993 ""Albert Band Charles Band""",0
Russell Mulcahy The Real McCoy 1993 [SEP] Ted Demme The Ref 1993 1994 1995,0
David Anspaugh Rudy 1993 [SEP] David Anspaugh Rudy 1992 1993 1994,1
George Sluizer The Vanishing 1993 [SEP] Chris Walas The Vagrant 1991 1992 1993,0
Stephen Surjik Wayne's World 2 1993 [SEP] Penelope Spheeris Wayne's World 1991 1992 1993,0
Jonathan Kaplan Bad Girls 1994 [SEP] Jonathan Klein Before Your Eyes: Angelie's Secret 1994 1995 1996,0
Michael Apted Blink 1994 [SEP] Michael Mann Heat 1994 1995 1996,0
Alex Proyas The Crow 1994 [SEP] Alex Proyas The Crow 1993 1994 1995,1
"""Tom Stern Alex Winter"" Freaked [SEP] 1993 Stephen Tolkin Daybreak",0
Mark Rydell Intersection 1994 [SEP] Mark Rydell Intersection 1993 1994 1995,1
Stephen Furst Magic Kid II 1994 [SEP] Andrew Stevens The Skateboard Kid II 1994 1995 1996,0
"Chuck Russell The Mask 1994 [SEP] ""Jim McBride Jim McBride"" The Wrong Man",0
Chuck Russell The Mask 1994 [SEP] Carl Colpaert The Crew 1994 1995 1996,0
Chuck Russell The Mask 1994 [SEP] Ted Demme The Ref 1993 1994 1995,0
Peter Segal Naked Gun 33 1/3: The Final Insult 1994 [SEP] Peter Segal The Naked Gun 33 1/3: The Final Insult 1993 1994 1995,1
Rob Reiner North 1994 [SEP] Rob Reiner The American President 1994 1995 1996,0
Ted Demme The Ref 1994 [SEP] Ted Demme The Ref 1993 1994 1995,1
David Carson Star Trek: Generations 1994 [SEP] David Carson Star Trek Generations 1993 1994 1995,1
"Melanie Mayron The Baby-Sitters Club 1995 [SEP] ""Melanie Mayron Lynn Hamrick"" The Baby-Sitters Club",1
Robert Rodriguez Desperado 1995 [SEP] Robert Rodriguez Desperado 1994 1995 1996,1
Hal Hartley Flirt 1995 [SEP] Hal Hartley Flirt 1995 1996 1997,1
Stacy Title The Last Supper 1995 [SEP] Stacy Title The Last Supper 1995 1996 1997,1
Ian Corson Malicious 1995 [SEP] Ian Corson Malicious 1994 1995 1996,1
"Marc Rocco Murder in the First 1995 [SEP] ""Bob Clark (III) Bob Clark"" It Runs in the Family",0
Oliver Stone Nixon 1995 [SEP] Oliver Stone Natural Born Killers 1993 1994 1995,0
Roger Donaldson Species 1995 [SEP] Roger Donaldson The Getaway 1993 1994 1995,0
Ben Stiller The Cable Guy 1996 [SEP] Andrew Fleming The Craft 1995 1996 1997,0
Douglas McGrath Emma 1996 [SEP] Douglas McGrath Emma 1995 1996 1997,1
Renny Harlin The Long Kiss Goodnight 1996 [SEP] Lee Karaim Kiss the Girls Goodbye 1996 1997 1998,0
"""Joseph Bologna Rene Taylor"" Love Is All There Is [SEP] 1996 ""George Pappas Rene Taylor",1
"Michael Bay The Rock 1996 [SEP] ""Zak Levitt Michael Bay"" Bad Boys",0
Mel Smith Bean 1997 [SEP] Mel Smith Bean 1996 1997 1998,1
"Peter Hewitt The Borrowers 1997 [SEP] ""Peter Hewitt (I) Peter Hewitt"" The Borrowers",1
Alan J. Pakula The Devil's Own 1997 [SEP] Taylor Hackford The Devil's Advocate 1996 1997 1998,0
Mark L. Lester Double Take 1998 [SEP] Bruce Beresford Double Jeopardy 1998 1999 2000,0
"Mark L. Lester Double Take 1998 [SEP] ""Tsui Hark Dennis Rodman Jean-Claude Van Damme",0
Gregory Hoblit Fallen 1998 [SEP] Jean-Marc Pich Fallen Knight 1997 1998 1999,0
Alfonso Cuarn Great Expectations 1998 [SEP] Alfonso Cuarn Great Expectations 1997 1998 1999,1
John Pasquin Jungle 2 Jungle 1997 [SEP] John Pasquin Jungle 2 Jungle 1996 1997 1998,1
Stephen Kay The Last Time I Committed Suicide 1997 [SEP] Stephen Herek Holy Man 1997 1998 1999,0
Art Camacho Little Bigfoot 1997 [SEP] Antonio Tibaldi Little Boy Blue 1997 1998 1999,0
Peter Chelsom The Mighty 1998 [SEP] Peter Chelsom The Mighty 1997 1998 1999,1
Mark Pavia The Night Flier 1997 [SEP] Paul Thomas Anderson Boogie Nights 1996 1997 1998,0
Paul W.S. Anderson Soldier 1998 [SEP] Paul Thomas Anderson Magnolia 1998 1999 2000,0
M. Night Shyamalan Wide Awake 1998 [SEP] M. Night Shyamalan The Sixth Sense 1998 1999 2000,0
Doug Ellin Kissing a Fool 1998 [SEP] Ger Poppelaars Missing Link 1998 1999 2000,0
Randall Wallace The Man in the Iron Mask 1998 [SEP] Brad Bird The Iron Giant 1998 1999 2000,0
John McNaughton Wild Things 1998 [SEP] John McNaughton Wild Things 1997 1998 1999,1
Harold Ramis Analyze This 1999 [SEP] Harold Ramis Analyze This 1998 1999 2000,1
Mario Van Peebles Love Kills 1998 [SEP] Peyton Reed The Love Bug 1996 1997 1998,0
"""Buddy Cooper John Douglass"" The Mutilator [SEP] 1984 James Cameron The Terminator",0
Peter Berg Very Bad Things 1998 [SEP] John McNaughton Wild Things 1997 1998 1999,0
Sam Raimi For Love of the Game 1999 [SEP] Sam Raimi For Love of the Game 1998 1999 2000,1
Mark L. Lester Misbegotten 1998 [SEP] Mark L. Lester Hitman's Run 1998 1999 2000,0
Roger Kumble Cruel Intentions 1999 [SEP] Roger Kumble Cruel Intentions 1998 1999 2000,1
Mary Harron American Psycho 2000 [SEP] Sam Mendes American Beauty 1998 1999 2000,0
"Robert Redford The Legend of Bagger Vance 2000 [SEP] ""Jim Ormond Pierre Gang"" The Legend of Sleepy Hollow",0
Rob Reiner The Story of Us 1999 [SEP] David Lynch The Straight Story 1998 1999 2000,0
Rick Famuyiwa The Wood 1999 [SEP] Frank Coraci The Waterboy 1997 1998 1999,0
Garry Marshall Runaway Bride 1999 [SEP] Garry Marshall The Other Sister 1998 1999 2000,0
Andy Tennant Anna and the King 1999 [SEP] Julian Jarrold All the King's Men 1999 2000 2001,0
"Andy Tennant Anna and the King 1999 [SEP] ""Jacques Martineau Olivier Ducastel"" Jeanne and the Perfect Guy",0
Hal Hartley The Book of Life 1998 [SEP] Jim Sheridan The Boxer 1996 1997 1998,0
Peter Jackson The Lord of the Rings: The Two Towers 2002 [SEP] Peter Jackson The Lord of the Rings: The Fellowship of the Ring (Extended) 2000 2001 2002,0
Sean McNamara Race to Space 2001 [SEP] Sean McNamara Race to Space 2000 2001 2002,1
Bruce McCulloch Superstar 1999 [SEP] Bruce McCulloch Superstar 1998 1999 2000,1
Michael Bay Bad Boys II 2003 [SEP] Michael Mann Collateral 2003 2004 2005,0
Paul Thomas Anderson Magnolia 1999 [SEP] Paul Thomas Anderson Magnolia 1998 1999 2000,1
Paul Thomas Anderson Magnolia 1999 [SEP] Wes Anderson Rushmore 1997 1998 1999,0
"""Bobby Farrelly Peter Farrelly"" ""Me [SEP]  Myself & Irene"" 2000 ""Philippa Karmel",0
Jonathan Lynn The Whole Nine Yards 2000 [SEP] Jonathan Lynn The Whole Nine Yards 1999 2000 2001,1
"""Joel Coen Ethan Coen"" ""O Brother [SEP]  Where Art Thou?"" 2000 ""Ethan Coen",0
Steven Soderbergh Erin Brockovich 2000 [SEP] Steven Soderbergh Traffic 1999 2000 2001,0
"Michael Dinner The Crew 2000 [SEP] ""Jennifer Lopez Marianne Jean-Baptiste Musetta Vander",0
Antony Hoffman Red Planet 2000 [SEP] Tim Burton Planet of the Apes 2000 2001 2002,0
Stephen Metcalfe Beautiful Joe 2000 [SEP] Bill Eagles Beautiful Creatures 2000 2001 2002,0
Adam Shankman The Wedding Planner 2001 [SEP] Adam Shankman A Walk to Remember 2001 2002 2003,0
Ridley Scott Hannibal 2001 [SEP] Ridley Scott Gladiator 1999 2000 2001,0
Jean-Jacques Annaud Enemy at the Gates 2001 [SEP] Jean-Jacques Annaud Enemy at the Gates 2000 2001 2002,1
Brett Ratner The Family Man 2000 [SEP] Malcolm D. Lee The Best Man 1998 1999 2000,0
Ted Demme Blow 2001 [SEP] Ted Demme Blow 2000 2001 2002,1
Alejandro Amenbar The Others 2001 [SEP] Shekhar Kapur The Four Feathers 2001 2002 2003,0
Rob Cohen The Fast and the Furious 2001 [SEP] Mark Swan Princess and the Pea 2001 2002 2003,0
"""Andy Wachowski Lana Wachowski"" The Matrix Revolutions [SEP] 2003 ""Alastair Reid David Espar",0
"Les Mayfield American Outlaws 2001 [SEP] ""James B. Rogers (II) J.B. Rogers"" American Pie 2",0
"Ivan Reitman Evolution 2001 [SEP] ""Alastair Reid David Espar Gail Willumsen",0
John Singleton Baby Boy 2001 [SEP] John Singleton Baby Boy 2000 2001 2002,1
Clark Johnson S.W.A.T. 2003 [SEP] Clark Johnson S.W.A.T. 2002 2003 2004,1
Adam Simon The American Nightmare 2000 [SEP] Sam Mendes American Beauty 1998 1999 2000,0
"Adam Simon The American Nightmare 2000 [SEP] ""Chris Weitz Paul Weitz"" American Pie",0
Cameron Crowe Vanilla Sky 2001 [SEP] Cameron Crowe Almost Famous 1999 2000 2001,0
"Boaz Yakin Uptown Girls 2003 [SEP] ""Mark Waters Mark Waters (VIII)"" Mean Girls",0
Brett Ratner Rush Hour 2 2001 [SEP] Brett Ratner Rush Hour 2 2000 2001 2002,1
