pairs,labels
"""Macbook Air 11.6-inch (Glossy) 1.6GHZ Dual Core i5 (Early 2015) . - Apple MJVM2LL/A"" "" Used and Refurbished Macbook Airs on Sale | GainSaver [SEP] "" Macbook Air 11.6-inch (Glossy) 1.6GHZ Dual Core i5 (Early 2015) . - Apple MJVM2LL/A"" Customer Reviews of Refurbished Macs | GainSaver Blog",1
"""Corsair Vengeance LPX Black 32GB (2x16GB) DDR4 PC4-17000 2133MHz Dual Channel Kit ""@en 2x16GB | CMK32GX4M2A2133C13 Novatech""@en [SEP] ""Corsair Vengeance LPX Black 32GB (2x16GB) DDR4 PC4-24000 3000MHz Dual Channel Kit ""@en 2x16GB | CMK32GX4M2B3000C15 Novatech""@en",0
"""HP ZBook Studio G3 i7-6700HQ 8GB 256GB SSD M1000 4GB 15.6 FHD W7Pro""@es ProBook 450 G4 i7-7500U 1TB W10Pro - Black Friday 2017 ""@es [SEP] ""HP ZBook Studio G3 i7-6700HQ 8GB 256GB SSD M1000 4GB 15.6 FHD W7Pro""@es ProBook 640 i5-7200u 14 W10Pro - Black Friday 2017 ""@es",1
"""Apple MacBook Pro 15.4"" With Touch Bar Silver Laptop Computer""@en Computer - MPTU2LL/A""@en [SEP] ""Apple MacBook Pro 15.4"" With Retina Display 2.5GHz Intel Core i7 Laptop Computer""@en Computer - MJLT2LL/A""@en",0
"""Apple - Smart Keyboard for 12.9 Inch iPad Pro Gray""@en-US [SEP] ""Apple - Smart Case for Apple iPad® Air 2 Midnight Blue""@en-US",0
"""Corsair Vengeance - DDR3 8 GB : 2 x 4 SO-DIMM 204-pin"" "" Corsair 204-pin CMSX8GX3M2A1600C9 System Memory (RAM) CDW.com [SEP] ""Corsair Vengeance 8Gb (2x4Gb) DDR3 1600MHz Cas9 SO-DIMM Kit"" Kit | CMSX8GX3M2A1600C9""",1
"""HPE Smart Array P421/2GB with FBWC - storage controller (RAID) SATA 6Gb/s"" "" HPE 6Gb/s 631674-B21 RAID Controllers CDW.com [SEP] ""HPE Smart Array P222/512 with FBWC - storage controller (RAID) SATA 6Gb/s"" "" HPE 6Gb/s 631667-B21 RAID Controllers CDW.com",0
"""SanDisk Ultra - Premium Edition flash memory card 200 GB microSDXC UH"" "" SanDisk UH SDSDQUAN-200G-A4A Flash Memory Cards CDW.com [SEP] ""653124-B21 HP G8 G9 200-GB 3G 3.5 SATA MLC SSD"" ""Null""",0
"""Acer Swift 1 SF113-31-P4A2 Pink ""@de "" Acer Notebooks: Ausgezeichnete Aspire Modelle f rs Gaming [SEP] ""Acer Aspire ES1-132-P194 - Business Notebook ""@de "" Acer Notebooks: Ausgezeichnete Modelle f rs Gaming",0
"""Gigabyte BSI5-6200 BRIX Ultra Compact Mini PC with mDP/HDMI 1.4 and USB 3.0""@en 3.0 LN69906 - GB-BSI5-6200 | SCAN UK""@en [SEP] ""Gigabyte BRIX GB-BKi7HA-7500 (rev. 1.0) - Ultra Compact PC Kit Core i7 75"" "" Gigabyte 75 GB-BKI7HA-7500 Desktop Computers CDWG.com",0
"""408850-B21 HP 1GB (2x512MB) PC2-5300 SDRAM Kit"", ""Null"" ""New 408850-B21 Kit Wholesale Price 408850-B21"" [SEP] ""HP 408850-B21 - Prijzen ""@NL Tweakers""@NL",1
"""Apple iMac 21.5-inch 2.5GHz Quad-core i5 (Mid 2011) MC309LL/A"" ""iMac 21.5"" | macofalltrades"" [SEP] ""Fair Condition*: Apple iMac 21.5-inch 2.5GHz Quad-Core i5 (Mid 2011) MC309LL/A"" ""iMac 21.5"" 2011)* | macofalltrades""",1
"""Macbook Air 11.6-inch (Glossy) 1.6GHZ Dual Core i5 (Early 2015) . - Apple MJVM2LL/A"" "" Used and Refurbished Macbook Airs on Sale | GainSaver [SEP] ""Lenovo Professional Backpack (Black) for 15.6 inch ThinkPad Notebooks""@en",0
"""370780-001 HP 512MB DDR RAM PC2700"", ""Null"" ""New 370780-001 PC2700 Wholesale Price 370780-001"" [SEP] ""370780-001 HP 512MB DDR RAM PC2700"" ""Null""",1
"""XTA-3510-73-GB-10K Sun 73-GB 10K HP FC-AL HDD"" ""Null"" [SEP] ""356816-001 ML350T G4p Xeon 3.2 2MB 512MB"", ""Null"" Price 356816-001"" 512MB Wholesale 356816-001",0
"""Crucial - DDR3L 4 GB DIMM 240-pin"" "" Crucial 240-pin CT51264BD160BJ System Memory (RAM) CDW.com [SEP] ""Crucial SO-DIMM 204-pin 4 GB DDR3L SDRAM"" "" Crucial SDRAM - CT51264BF160B System Memory (RAM) CDW.com",0
"""6th Generation Intel® Core™ i7 6700K 4.0GHz Socket LGA1151 (Skylake) Processor - Retail ""@en Skylake | BX80662I76700K Novatech""@en [SEP] ""6th Generation Intel® Core™ i7 6700 3.4GHz Socket LGA1151 (Skylake) Processor - Retail ""@en Skylake | BX80662I76700 Novatech""@en",0
"""Switch TP-Link 16 Portas 10/100/1000Mbps Rack (TL-SG1016)""@pt (TL-SG1016) - PCDIGA""@pt [SEP] ""TP-Link 16-Port Gigabit Ethernet Switch (TL-SG1016)""@en-US ""Routers - Page 4 | Laptops Outlet Direct""@en-US",1
"""TP-Link 16-Port Gigabit Ethernet Switch (TL-SG1016)""@en-US ""Routers - Page 4 | Laptops Outlet Direct""@en-US [SEP] ""SmartShell Glitter MacBook Pro 2016 13"" Cases""@en",0
"""Intel Giabit CT Desktop PCI Express Network Adapter"" "" Intel Adapter - EXPI9301CT Ethernet Adapters CDW.com [SEP] ""HPE Read Intensive-2 - solid state drive 240 GB SATA 6Gb/s"" "" HPE 6Gb/s 804587-B21 Solid State Drives (SSDs) CDW.com",0
"""MSI GAMING Z170I PRO AC Skylake WiFi Mini ITX Motherboard""@en Motherboard LN67102 - | SCAN UK""@en [SEP] ""Gigabyte Intel Z370M D3H Coffee Lake Micro ATX Motherboard""@en Motherboard LN84639 | SCAN UK""@en",0
"""Seagate 1TB 7200RPM SATA 6Gb/s 64MB Cache HDD - OEM (ST1000DM003)""@en ""▷ Seagate (ST1000D… | OcUK""@en [SEP] ""Seagate 1TB Barracuda 3.5"" 7200 RPM Internal Hard Drive""@en Drive ST1000DM003 - Filmtools""@en",1
"""Lenovo ThinkPad - solid state drive 512 GB PCI Express 3.0 x4 (NVMe)"" "" Lenovo (NVMe) 4XB0K48502 Solid State Drives (SSDs) CDW.com [SEP] ""Samsung 960 PRO MZ-V6P2T0BW - solid state drive 2 TB PCI Express 3.0 x4"" "" Samsung x4 Solid State Drives (SSDs) CDW.com",0
"""508429-001 HP 400-GB 10K 3.5 DP NHP SAS 5 Pack "" ""HP 508429-001 Part# -508429-001-5Pack"" [SEP] ""518736-001 HP 450-GB 10K FC-AL "" ""Null""",0
"""Null"" ""301044-B21 HP 2GB 266MHz SDRAM Module"" [SEP] ""300680-B21 HP 2GB (2x1GB) 266MHz SDRAM Kit"" ""Null""",0
"""Corsair Air Series SP120 PWM High Performance Edition Static Pressure Fan ""@en | CO-9050013-WW Novatech""@en [SEP] ""Corsair AF140 Led Blanco 140mm""@es",0
"""Seagate 2TB 3.5"" SATA3 BarraCuda HDD/Hard Drive ST2000DM006""@en ST2000DM006 LN74291 | SCAN UK""@en [SEP] ""Seagate Barracuda 2TB SATA 3 Internal Hard Drive/HDD ST2000DM001""@en ST2000DM001 LN42857 | SCAN UK""@en",0
""" Intel SSD DC P3600 Series ""@en, ""Intel (1.2TB, PCIe)""@en Prices - CNET""@en [SEP] ""Intel Solid-State Drive DC P3600 Series - solid state drive 1.2 TB PCI "" Intel SSDPEDME012T401 Solid State Drives (SSDs) CDWG.com",1
"""Speck SeeThru MacBook Air 13"" - notebook hardshell case"" "" Speck case 71482-B189 Sleeve/Shuttle Notebook Cases CDW.com [SEP] ""SeeThru MacBook 12"" Cases""@en",0
"""495942-B21 HP E5506 2.13GHz ML370 G6"", ""Null"" ""New 495942-B21 G6 Wholesale Price 495942-B21"" [SEP] ""Null"" ""495942-B21 HP E5506 2.13GHz ML370 G6""",1
"""Asus PCE-AC55BT Dual-Band Wireless-AC1200 Bluetooth 4.0 PCI-E Adapter""@en ""▷ Asus PCI-… | OcUK""@en [SEP] ""ASUS PCE-AC55BT - network adapter"" "" ASUS adapter Wireless Adapters & Accessories CDW.com",1
"""Logitech C525 (8MP) HD Webcam"" Webcam - 960-001064 | CCL Computers"" [SEP] ""Full HD Outdoor Vandal Proof PoE Dome Camera""@en ""DCS-4602EV Full Camera | D-Link UK""@en",0
"""Seagate IronWolf Pro ST10000NE0004 - hard drive 10 TB SATA 6Gb/s"" "" Seagate 6Gb/s Enterprise Hard Drives CDW.com [SEP] ""Seagate IronWolf Pro 8TB NAS 7200RPM SATA 6Gb/s 256MB Cache HDD OEM (ST8000NE0021)""@en ""▷ Seagate … | OcUK""@en",0
"""Lenovo Y700-15ISK i7-6700HQ 12GB 1TB Nvidia GTX960M 4GB 15.6 W10 Gaming""@es ""Black Friday 2017 | Megacomponentes.com informática y tecnología""@es [SEP] ""Lenovo Legion Y520-15 i7-7700HQ 8GB 128GB SSD+1TB Nvidia GTX1050 4GB 15.6 W10""@es ""Black Friday 2017 | Megacomponentes.com informática y tecnología""@es",0
"""Lenovo ThinkPad 11e Chromebook - 11.6"" Celeron N3160 4 GB RAM 16 SSD""@en G OETC Consortium Store""@en [SEP] ""Lenovo ThinkPad Work-In Case Gen.2 - notebook carrying case""@en, "" Lenovo case ""@en Overview CNET""@en",0
"""Samsung SSD 850 EVO 250GB, M.2"" 250GB [SEP] ""Samsung 850 EVO M.2 1TB - Prijzen ""@NL Tweakers""@NL",0
"""397409-B21 HP 1GB (2x512MB) PC2-5300 SDRAM"", ""Null"" ""New 397409-B21 SDRAM Kit Wholesale Price 397409-B21"" [SEP] ""408850-B21 HP 1GB (2x512MB) PC2-5300 SDRAM Kit"" ""Null""",0
"""Corsair Vengeance LPX 16GB (4x4GB) DDR4 PC4-19200C16 2400MHz Quad Channel Kit - Black (CMK16GX4M4A24""@en ""▷ Corsair 2400MHz… | OcUK""@en [SEP] ""Corsair Vengeance LPX Black 16GB (4x4GB) DDR4 PC4-19200 2400MHz Dual Channel Kit (Skylake) ""@en 4x4GB Skylake | CMK16GX4M4A2400C16 Novatech""@en",1
"""MEMORIA USB 16GB KINGSTON DATATRAVELER G4"" [SEP] ""PENDRIVE 16GB KINGSTON USB 3.0 DATATRAVELER G4""@es ""Almacenamiento Disco Duro o Tarjeta? - Tu tienda online líder con precios más baratos! ""@es",1
"""Samsung SSD 850 EVO 1TB, SATA 6Gb/s"" 1TB [SEP] ""SSD Samsung 850 Evo 500Go""",0
"""AMD Ryzen 7 1800X 8 Core AM4 CPU/Processor""@en CPU/Processor LN78869 - YD180XBCAEWOF | SCAN UK""@en [SEP] ""AMD Ryzen 5 1600X 6 Core AM4 CPU/Processor""@en CPU/Processor LN79703 - YD160XBCAEWOF | SCAN UK""@en",0
"""Logitech C525 (8MP) HD Webcam"" Webcam - 960-001064 | CCL Computers"" [SEP] ""HD Wireless Cloud Camera""@nb ""DCS-2132L HD Camera | D-Link Norge""@nb",0
"""AMD Ryzen Threadripper 1950X Box""@es [SEP] ""Intel Core i7-7800X Box""@es",0
"""ASUS SABERTOOTH X99 - motherboard ATX LGA2011-v3 Socket X99"" "" ASUS SABERTOOTHX99 Motherboards/Chassis CDW.com [SEP] ""ASUS SABERTOOTH X99 USB 3.1 Motherboard""@en Motherboard LN64186 - 90MB0L00-M0EAY0 | SCAN UK""@en",1
"""HyperX FURY - DDR4 4 GB DIMM 288-pin"" "" HyperX 288-pin HX426C15FB/4 System Memory (RAM) CDWG.com [SEP] ""HyperX FURY - DDR4 4 GB DIMM 288-pin"" "" HyperX 288-pin HX424C15FB/4 System Memory (RAM) CDWG.com",0
"""Corsair Vengeance 8Gb (2x4Gb) DDR3 1600MHz Cas9 SO-DIMM Kit"" Kit | CMSX8GX3M2A1600C9"" [SEP] ""Corsair XMS3 4GB (2x2GB) DDR3 PC3-10666C9 1333MHz Dual Channel Kit (TW3X4G1333C9A)""@en ""▷ Corsair Chann… | OcUK""@en",0
""" Apple Smart Keyboard for 12.9-inch iPad Pro ""@us [SEP] ""Apple - Smart Keyboard for 12.9 Inch iPad Pro Gray""@en-US",1
"""Corsair Carbide 330R Ultra Silent Midi Tower Case - Blackout Edition (CC-9011076-WW)""@en ""▷ Corsair Blackout… | OcUK""@en [SEP] ""Corsair Carbide Air 240 Cube Case - Black""@en Black LN58820 CC-9011070-WW | SCAN UK""@en",0
"""Apple - Smart Keyboard for 12.9 Inch iPad Pro Gray""@en-US [SEP] ""Synology Disk Station DS1517+ - NAS server 0 GB"" "" Synology GB (8GB) Workgroup Servers CDW.com",0
"""Apple Mac mini Core i5 500 GB HDD 4 RAM OS X 10.10 Yosemite"" "" Apple Yosemite - MGEM2LL/A Desktop Computers CDW.com [SEP] ""Apple Mac mini - DTS Core i5 2.6 GHz 8 GB 1 TB"" "" Apple TB MGEN2LL/A Desktop Computers CDW.com",0
"""Apple - 12.9- Inch iPad Pro with Wi-Fi 32 GB Silver""@en-US [SEP] ""Apple 12.9-inch iPad Pro Wi-Fi - tablet 32 GB 12.9"""" "" Apple 12.9"" ML0G2LL/A Tablets CDW.com",1
"""6th Generation Intel® Core™ i7 6700K 4.0GHz Socket LGA1151 (Skylake) Processor - Retail ""@en Skylake | BX80662I76700K Novatech""@en [SEP] ""Intel Xeon E5-2683V4 / 2.1 GHz processor"" "" Intel processor - BX80660E52683V4 Add-In Processors (CPUs) CDWG.com",0
"""Lenovo Y700-15ISK i7-6700HQ 12GB 1TB Nvidia GTX960M 4GB 15.6 W10 Gaming""@es ""Black Friday 2017 | Megacomponentes.com informática y tecnología""@es [SEP] ""Asus P541UJ-GO626T i7-7500u 12GB 1TB Nvidia GT920 2GB 15.6 W10 Chocolate""@es ""Black Friday 2017 | Megacomponentes.com informática y tecnología""@es",0
"""Lenovo Y700-15ISK i7-6700HQ 12GB 1TB Nvidia GTX960M 4GB 15.6 W10 Gaming""@es ""Black Friday 2017 | Megacomponentes.com informática y tecnología""@es [SEP] ""TP-LINK TL-SG1016DE switch""@es ""D-Link Dgs-1210-24P Switch 24Xgigabit + 4Sfp Poe - Black Friday 2017 ""@es",0
"""Corsair Vengeance LPX Black 16GB (2x8GB) DDR4 PC4-19200 2400MHz Dual Channel Kit ""@en 2x8GB | CMK16GX4M2A2400C14 Novatech""@en [SEP] ""Corsair Vengeance LPX Black 32GB (4x8GB) DDR4 PC4-19200 2400MHz Quad Channel Kit ""@en 4x8GB | CMK32GX4M4A2400C14 Novatech""@en",0
"""508429-001 HP 400-GB 10K 3.5 DP NHP SAS 5 Pack "" ""HP 508429-001 Part# -508429-001-5Pack"" [SEP] ""359461-007 HP 300-GB 10K FC-AL"" ""Null""",0
"""Asus M5A99X PRO R2.0 AMD 990X (Socket AM3+) DDR3 ATX Motherboard""@en ""▷ Asus Motherb… | OcUK""@en [SEP] ""MSI AMD AM4 Ryzen B350 TOMAHAWK ATX Motherboard""@en Motherboard LN79116 | SCAN UK""@en",0
"""Apple iMac 27-inch 2.9GHz Quad-core i5 (Late 2012) MD095LL/A"" ""iMac 27"" | macofalltrades"" [SEP] ""Multilayer 6-Port 1000BASE-SX Switch + 2 GBIC ports""@hr ""DGS-3308FG Multilayer ports | D-Link""@hr",0
"""Intel Core i5-4590 3.30GHz (Haswell) Socket LGA1150 Processor - Retail""@en ""▷ Intel Processo… | OcUK""@en [SEP] ""Intel Core i5-4570 3.20GHz (Haswell) Socket LGA1150 Processor - Retail""@en ""▷ Intel Processo… | OcUK""@en",0
"""HP ProBook 640 G3 i5-7200u 8GB 256GB SSD 14 W10Pro""@es Pro x2 612 G2 2 en 1 Core M3-7Y30 128GB Tactil 12 FHD W1... ""@es [SEP] ""HP ProBook 440 G4 Notebook-PC""@de Notebooks - HP Store Deutschland""@de",0
"""Intel Processor, Core i7-7700K""@en i7-7700K (BX80677I77700K)""@en Processor [SEP] ""Intel Core i7-6700K Tray - Prijzen ""@NL Tweakers""@NL",0
"""Apple - 12.9- Inch iPad Pro with Wi-Fi 32 GB Silver""@en-US [SEP] ""Apple - 12.9- Inch iPad Pro with Wi-Fi 32 GB Gold""@en-US",0
"""AMD Athlon X4 860K Black Edition, 4x 3.70GHz, boxed"" 3.70GHz Edition [SEP] ""AMD Athlon X4 860k 3.7 GHz Black Low Noise Edition""",1
"""Intel Core i7-4790 3.60GHz (Haswell) Socket LGA1150 Processor - Retail""@en ""▷ Intel Processo… | OcUK""@en [SEP] ""Intel Core i3-4150 3.50GHz (Haswell) Socket LGA1150 Processor - Retail""@en ""▷ Intel Processo… | OcUK""@en",0
"""Intel Core i7-4790 3.60GHz (Haswell) Socket LGA1150 Processor - Retail""@en ""▷ Intel Processo… | OcUK""@en [SEP] ""377239-001 DL580 G3 Intel Xeon MP 3.16GHz "" ""Null""",0
"""HP, 432804-B21, MEMORY 1GB PC2-5300 1X1GB""@en ""HP 432804-B21 [SEP] ""432804-B21 HP 1GB PC2-5300 ECC DIMM"" ""Null""",1
"""397409-B21 HP 1GB (2x512MB) PC2-5300 SDRAM"", ""Null"" ""New 397409-B21 SDRAM Kit Wholesale Price 397409-B21"" [SEP] ""408854-B21 HP 8GB (2x4GB) PC2-5300P SDRAM Kit"", ""Null"" Price 408854-B21"" ""New 408854-B21 Kit Wholesale",0
"""Transcend TS64GUSDU1 CYT 64GB 8p MSDXC 400x Class 10 UHS-1 U1 Transcend Premium Micro Secure Digital"" [SEP] ""Transcend 64GB MicroSDXC Class10 UHS-1 Memory Card with Adapter 60 MB/s (TS64GUSDU1)""@en-US ""Accessories - Page 438 | Roaming Free Sims""@en-US",1
"""AMD Ryzen 7 1800X 8 Core AM4 CPU/Processor""@en CPU/Processor LN78869 - YD180XBCAEWOF | SCAN UK""@en [SEP] ""AMD Quad Core A10 9700E AM4 CPU/Processor with Radeon Graphics""@en Graphics LN83453 - AD9700AHABBOX | SCAN UK""@en",0
"""Lenovo ThinkPad - solid state drive 512 GB PCI Express 3.0 x4 (NVMe)"" "" Lenovo (NVMe) 4XB0K48502 Solid State Drives (SSDs) CDW.com [SEP] ""ThinkPad 512 GB PCIe-NVMe (3x4) M.2 SSD""@en SSD | Storage Lenovo New Zealand""@en",1
"""Apple iMac 21.5-inch 3.06GHz Core i3 (Mid 2010) MC508LL/A"" ""iMac 21.5"" | macofalltrades"" [SEP] ""Apple 3.06GHz Intel Core i3 iMac Desktop Computer""@en Computer - MC508LL/A Abt""@en",1
"""Null"" ""77000455 AccelePort PCI XEM Host Adapter"" [SEP] ""PM254A HP 400-GB 7.2K IDE SATA"", ""Null"" ""New PM254A SATA 5 Pack Wholesale Price PM254A-5Pack""",0
"""BenQ RL2455HM 24"" 1920x1080 TN Widescreen LED Monitor - Black/Red""@en ""▷ BenQ Blac… | OcUK""@en [SEP] ""AOC E2270SWDN 21.5"" 1920x1080 TN Widescreen LED Monitor - Black""@en ""▷ AOC Bl… | OcUK""@en",0
"""Corsair 4GB (1x4GB) DDR3 1333 MHz (PC3 10666) Laptop Memory""@en-US ""Blank Media - Page 2 | All Tech Toys""@en-US [SEP] ""Corsair - DDR3 4 GB SO-DIMM 204-pin"" "" Corsair 204-pin CMSO4GX3M1A1333C9 System Memory (RAM) CDW.com",1
"""HP ZBook Studio G3 i7-6700HQ 8GB 256GB SSD M1000 4GB 15.6 FHD W7Pro""@es ProBook 450 G4 i7-7500U 1TB W10Pro - Black Friday 2017 ""@es [SEP] ""HP ZBook Studio G4 Workstation i7-7700HQ 8GB 256GB SSD Quadro M1200 4GB 15.6 FHD""@es 250 G5 i5-6200U 1TB W10 Plata - Black Friday 2017 ""@es",0
"""500660-B21 HP 4GB (1x4GB) PC3-8500 RDIMM"", ""Null"" ""New 500660-B21 RDIMM Wholesale Price 500660-B21"" [SEP] ""354560-B21 HP PC3200-ECC SDRAM DIMM"", ""Null"" Price 354560-B21"" ""New 354560-B21 DIMM Wholesale",0
"""Asus M5A99X PRO R2.0 AMD 990X (Socket AM3+) DDR3 ATX Motherboard""@en ""▷ Asus Motherb… | OcUK""@en [SEP] ""Asrock H81M-DGS R2.0 Intel H81 (Socket 1150) DDR3 Micro ATX Motherboard""@en ""▷ Asrock … | OcUK""@en",0
"""G.Skill - Ripjaws V Series 16GB (2 x 8GB) DDR4-2400 Memory"" Memory (F4-2400C15D-16GVR) PCPartPicker"" [SEP] ""Corsair - Vengeance 16GB (2 x 8GB) DDR3-1866 Memory"" Memory (CMZ16GX3M2A1866C10) PCPartPicker""",0
"""Sapphire Pulse Radeon RX 580, 4GB GDDR5"" 580 [SEP] ""Gigabyte Radeon RX 580 Gaming 4GB GDDR5""@es GDDR5 - Wipoid.com""@es",0
"""Intel i5-4460,3.2GHz,4-Core,Haswell,84W,LGA1150 CPU,Retail"" Haswell LGA1150 CPU Retail | BX80646I54460"" 84W 4-Core 3.2GHz i5-4460 [SEP] ""**B Grade** Intel Core i5-4670K 3.40GHz (Haswell) Socket LGA1150 Processor - Retail""@en ""▷ **B LGA… | OcUK""@en",0
"""PNY Elite Performance 64 GB SDXC""@en SDXC | ibSupply.com""@en [SEP] ""Kingston Ultimate - flash memory card 64 GB SDXC"" "" Kingston SDXC SDA10/64GB Flash Memory Cards CDW.com",0
"""SanDisk 128 GB CF Extreme Pro 160MB/s - SDCFXPS-128G-X46"" [SEP] ""SanDisk 128 GB CF Extreme Pro 160MB/s - SDCFXPS-128G-X46"" "" SanDisk SDCFXPS-128G-X46 | WTS Broadcast",1
"""Apple iMac 21.5-inch 2.5GHz Quad-core i5 (Mid 2011) MC309LL/A"" ""iMac 21.5"" | macofalltrades"" [SEP] ""Apple iMac 21.5-inch 2.8GHz Quad-core i7 (Mid 2011) MC812LL/A-BTO"" ""iMac 21.5"" | macofalltrades""",0
