pairs,labels
"""8315 Westchester Dr  Dallas"" LYFE Kitchen [SEP] (214) 361-5933 75225 8315 Westchester Dr",1
"""3011 Gulden Lane  Suite 107  Dallas"" [SEP] Amberjax (469) 513-9088 75212",1
"""6126 Luther Lane  Dallas"" Flying Fish [SEP] (214) 696-3474 75225 6126 Luther Ln",1
"""5818 Live Oak Street  Dallas"" Lakewood Landing [SEP] (214) 823-2410 75214 1904 Abrams Pkwy",0
"""8989 Forest Lane  Suite130  Dallas"" [SEP] Momo Italian Kitchen (972) 234-6800 75243",1
"""10720 Preston Road  Suite 1012  Dallas"" [SEP] Fish City Grill (214) 891-9979 75230",0
"""665 High Market Street  Dallas"" Naga Thai Kitchen and Bar [SEP] (214) 953-0023 75219 3520 Oak Lawn Ave",0
2323 N Henderson Avenue Sushi Axiom (214) 828-2288 [SEP] 75206 2822 N Henderson Ave Mesero - Henderson,0
"""10720 Preston Road  Dallas"" Neighborhood Services Bar and Grill [SEP] (214) 368-1101 75230 10720 Preston Rd",1
"""302 N Market Street  Dallas"" Sonny Bryan's Smokehouse [SEP] (214) 744-1610 75202 555 S Lamar St",0
6918 Greenville Avenue The Great Outdoors (214) 739-1928 [SEP] 75231 1733 Greenville Ave Johns Cafe,0
6918 Greenville Avenue The Great Outdoors (214) 739-1928 [SEP] 75231 7525 Greenville Ave Kaze,0
6918 Greenville Avenue The Great Outdoors (214) 739-1928 [SEP] 75231 3020 Greenville Ave St Martins Wine Bistro,0
"""2820 N Henderson Avenue  Dallas"" Fireside Pies [SEP] (214) 370-3916 75206 2820 N Henderson Ave",1
"""8411 Preston Road  Suite 124"" California Pizza Kitchen [SEP] (214) 750-7067 75225 8300 Preston Ctr Plz",0
"""8383 Preston Center Plaza  Suite 100"" True Food Kitchen [SEP] (214) 377-3333 75225 8687 N Central Expressway",0
"""3012 N Henderson Avenue  Dallas"" Velvet Taco [SEP] (214) 823-8358 75206 2912 N Henderson Ave",0
"""3020 Greenville Avenue  Dallas"" St. Martin's Wine Bistro [SEP] (214) 826-0940 75206 1904 Skillman St",0
1201 Oak Lawn Avenue El Bolero (214) 741-1986 [SEP] 75207 2604 Oak Lawn Ave Zaguan Bakery & Cafe,0
1201 Oak Lawn Avenue El Bolero (214) 741-1986 [SEP] 75207 1621 Oak Lawn Ave Ascension Coffee,0
"""6050 Greenville Avenue  Dallas"" Humperdinks Restaurant & Brewpub [SEP] (214) 368-6597 75206 7050 Greenville Ave",0
"""2231 W NW Highway  Dallas"" Pappas Bar-B-Q [SEP] (214) 956-9038 75220 10477 Lombardy Ln",0
"""3317 Inwood Road  Dallas"" Big Al's Smokehouse BBQ [SEP] (214) 350-2649 75235 2202 Inwood Rd",0
"""3001 Knox Street  Suite 108  Dallas [SEP]  TX"" The Burger Joint (469) 941-4471",0
2114 Greenville Avenue Mudsmith (214) 821-7300 [SEP] 75206 2815 Greenville Ave Terillis Restaurant and Bar,0
2114 Greenville Avenue Mudsmith (214) 821-7300 [SEP] 75206 1731 Greenville Ave Thai Thai Restaurant,0
2114 Greenville Avenue Mudsmith (214) 821-7300 [SEP] 75206 4818 Greenville Ave Desperados Mexican Restaurant,0
2114 Greenville Avenue Mudsmith (214) 821-7300 [SEP] 75206 2221 Greenville Ave Sevan G & G Cafe,0
2401 N Henderson Avenue Capitol Pub (214) 887-9330 [SEP] 75206 3012 N Henderson Ave Velvet Taco,0
"""4900 McKinney Avenue  Dallas"" Henry's Majestic [SEP] (469) 893-9400 75205 2900 McKinney Ave",0
"""6710 Snider Plaza  Dallas"" Barry's Food From Galilee [SEP] (214) 750-0330 75205 6710 Snider Plz",1
"""1928 Greenville Avenue  Dallas"" Nora Restaurant and Bar [SEP] (214) 828-0095 75206 1928 Greenville Ave",1
"""2621 McKinney Avenue  Dallas"" Blackfriar Pub [SEP] (214) 953-0599 75204 2621 McKinney Ave",1
"""4001 Lemmon Avenue  Dallas"" Great American Hero [SEP] (214) 521-2070 75219 3848 Oaklawn AveSte 210",0
"""5030 Greenville Avenue  Dallas"" Raising Cane's [SEP] (214) 360-6080 75206 5030 Greenville Ave",1
"""9310 Forest Lane  Dallas"" The Varsity Grill [SEP] (214) 342-3000 75243 8131 Forest Ln",0
"""2614 Boll Street  Dallas"" Bowen House [SEP] (214) 484-1385 75204 2900 Lemmon AveSte 200",0
"""1115 N Beckley Avenue  Dallas"" VH Casual Dining and Bar [SEP] (214) 946-1308 75203 1101 N Beckley Ave",0
"""4152 Travis Street  Dallas"" Brother's Pizza [SEP] (214) 219-5200 75204 2519 N Fitzhugh Ave",0
"""1802 Greenville Avenue  Suite 110  Dallas"" [SEP] Dallas Beer Kitchen (214) 484-2481 75206",0
"""2822 N Henderson Avenue  Dallas"" Mesero [SEP] (214) 821-6426 75206 2822 N Henderson Ave",1
"""2916 McKinney Avenue  Dallas"" Shell Shack [SEP] (877) 434-1411 75204 2916 Mckinney Ave",1
"""4530 Lovers Lane  Dallas"" Chip's Old Fashioned Hamburgers [SEP] (214) 691-2447 75225 6030 Luther LnSte 100",0
107 N Robertson Blvd Il Buco (310) 657-1345 [SEP] 90211 310 S Robertson Blvd Pizzeria Il Fico,0
"""205 Ord St  Los Angeles"" ABC Seafood [SEP] (213) 680-2887 90012 936 N Hill St",0
10968 Ventura Blvd Vivian's Millenium Cafe (818) 762-8710 [SEP] 91604 11616 Ventura Blvd Cocina Condesa,0
116 E Beverly Blvd Antigua Bar & Grill (323) 516-6223 [SEP] 90640 4430 Beverly Blvd Noshi Sushi,0
6340 Hollywood Blvd Juicy Burger (323) 465-8429 [SEP] 90028 6124 Hollywood Blvd Blue Palms Brewhouse,0
9679 Wilshire Blvd. Urban Fresh (310) 275-4440 [SEP] 90212 1055 Wilshire Blvd Kachi Deli Cafe & Grill,0
"""435 N Fairfax Ave  Los Angeles"" Animal [SEP] (323) 782-9225 90036 435 N Fairfax Ave",1
404 Washington Blvd Islands (310) 822-3939 [SEP] 90292 4566 W Washington Blvd Ondal 2,0
2-10 Washington Blvd Venice Whaler Bar and Grill (310) 821-8737 [SEP] 90292 12517 W Washington Blvd Hatchet Hall,0
7984 Santa Monica Blvd Laurel Hardware (323) 656-6070 [SEP] 90046 6775 Santa Monica Blvd Bombay Grill,0
"""1267 W Temple Street  Los Angeles"" The Park's Finest [SEP] (213) 481-2800 90026 1400 Sunset Blvd",0
6801 Hollywood Blvd Izakaya By Mr Koji (323) 465-6339 [SEP] 90028 4518 Hollywood Blvd The Backyard at 4518,0
8226 Sunset Blvd Den on Sunset (323) 656-0336 [SEP] 90046 7617 W Sunset Blvd The Pikey,0
8226 Sunset Blvd Den on Sunset (323) 656-0336 [SEP] 90046 3200 W Sunset Blvd Samosa House Silverlake,0
8226 Sunset Blvd Den on Sunset (323) 656-0336 [SEP] 90046 5065 Sunset Blvd Zankou Chicken - Hollywood,0
"""3119 Los Feliz Blvd.  Los Angeles"" The Village Bakery and Cafe [SEP] (323) 662-8600 90039 3216 Glendale Blvd",0
3100 Washington Blvd 26 Beach Restaurant (310) 823-7526 [SEP] 90292 800 W Washington Blvd ms,0
3847 Main St BottleRock (310) 836-9463 [SEP] 90232 15 Main St Atrium DUMBO,0
8714 Santa Monica Blvd Fresh Corn Grill (310) 855-9592 [SEP] 90069 4905 Santa Monica Blvd. Marouch Restaurant,0
8868 W Sunset Blvd Amarone Kitchen + Wine (310) 652-2233 [SEP] 90069 2141 W Sunset Blvd Mohawk Bend,0
2122 1/2 Colorado Blvd Four Cafe (323) 550-1988 [SEP] 90041 1496 Colorado Blvd Little Beast Restaurant,0
6051 Hollywood Blvd Al Wazir Chicken (323) 856-0660 [SEP] 90028 6660 W Sunset BlvdSte C Ro Ros Chicken,0
8730 W Sunset Blvd Church Key (424) 249-3700 [SEP] 90069 1910 W Sunset BlvdSte 150 Reggies Deli & Cafe,0
8730 W Sunset Blvd Church Key (424) 249-3700 [SEP] 90069 1400 Sunset Blvd The Park,0
8730 W Sunset Blvd Church Key (424) 249-3700 [SEP] 90069 1700 Sunset Blvd Sage Organic Vegan Bistro,0
730 N La Cienega Blvd Koi (310) 659-9449 [SEP] 90069 408 N LA Cienega Blvd The Addiction Bistro,0
8950 W Olympic Blvd La Provence Patisserie (310) 888-8833 [SEP] 90211 2561 W Olympic Blvd Yangmani,0
9785 Santa Monica Blvd La Dolce Vita (310) 278-1845 [SEP] 90210 5101 Santa Monica BlvdSte 2 Falafel-Arax,0
"""6101 Melrose Ave  Los Angeles"" Xiomara on Melrose [SEP] (323) 461-0601 90038 6101 Melrose Ave",1
1106 N La Cienega Blvd Wa Sushi & Bistro (310) 854-7285 [SEP] 90069 408 N LA Cienega Blvd The Addiction Bistro,0
8828 Sunset Blvd Pi on Sunset (310) 657-1774 [SEP] 90069 7300 Sunset Blvd The Carving Board,0
8828 Sunset Blvd Pi on Sunset (310) 657-1774 [SEP] 90069 7361 W Sunset Blvd Chibiscus Asian Cafe,0
8828 Sunset Blvd Pi on Sunset (310) 657-1774 [SEP] 90069 4319 W Sunset Blvd My Vegan Gold,0
8171 Santa Monica Blvd Connie & Ted's (323) 848-2722 [SEP] 90046 6775 Santa Monica Blvd Bombay Grill,0
13353 Ventura Blvd Maria's Italian Kitchen (818) 906-0783 [SEP] 91423 11616 Ventura Blvd Cocina Condesa,0
8474 Melrose Ave Lucques (323) 655-6277 [SEP] 90069 6919 Melrose Ave Franco On Melrose,0
8474 Melrose Ave Lucques (323) 655-6277 [SEP] 90069 7465 Melrose Ave Mar,0
8474 Melrose Ave Lucques (323) 655-6277 [SEP] 90069 5732 Melrose Ave Osteria Mamma,0
7954 Santa Monica Blvd Los Tacos (323) 848-9141 [SEP] 90046 5450 Santa Monica Blvd Tlayuda L.A. Mexican Restaurant,0
7853 Santa Monica Blvd Kung Pao Bistro (323) 848-9888 [SEP] 90046 10250 Santa Monica Blvd Gulfstream,0
"""10571 Pico Blvd  Los Angeles"" Food [SEP] (310) 441-7770 90064 10571 Pico Blvd",1
9198 W Olympic Blvd Cafe Talesai (310) 271-9345 [SEP] 90212 11301 W Olympic Blvd Butchers Dog,0
8684 Melrose Ave Zinque (424) 284-3930 [SEP] 90069 7160 Melrose Ave Murakami Sushi,0
685 N Robertson Blvd Bossa Nova Brazilian Cuisine (310) 657-5070 [SEP] 90069 310 S Robertson Blvd Pizzeria Il Fico,0
"""5773 Wilshire Blvd  Los Angeles"" Callender's Grill [SEP] (323) 937-7952 90036 519 N Fairfax Ave",0
9500 Wilshire Blvd Blvd. (310) 385-3901 [SEP] 90212 5779 Wilshire Blvd The Counter,0
"""5833 Franklin Ave  Los Angeles"" Pimai It's Thai [SEP] (323) 461-7841 90028 5908 Sunset Blvd",0
8457 Santa Monica Blvd Niko Niko Sushi (323) 654-6200 [SEP] 90069 5450 Santa Monica Blvd Tlayuda L.A. Mexican Restaurant,0
9200 W Sunset Blvd Soho House (310) 432-9200 [SEP] 90069 3322 W Sunset Blvd Night + Market Song,0
9200 W Sunset Blvd Soho House (310) 432-9200 [SEP] 90069 2903 W Sunset Blvd Aroma Restaurant,0
9200 W Sunset Blvd Soho House (310) 432-9200 [SEP] 90069 5908 Sunset Blvd Hoy-Ka Thai Noodles,0
8151 Santa Monica Blvd Traktir (323) 654-3030 [SEP] 90046 6547 Santa Monica Blvd Eat This Cafe,0
8151 Santa Monica Blvd Traktir (323) 654-3030 [SEP] 90046 5101 Santa Monica Blvd Spicy BBQ Restaurant,0
6255 W Sunset Blvd The Waffle (323) 465-6901 [SEP] 90028 7181 W Sunset Blvd Bossa Nova on Sunset,0
6255 W Sunset Blvd The Waffle (323) 465-6901 [SEP] 90028 2852 W Sunset Blvd Ohana Pok Co,0
6255 W Sunset Blvd The Waffle (323) 465-6901 [SEP] 90028 1261 W Sunset Blvd Guisados,0
"""317 S Broadway Spc C45  Los Angeles"" Sticky Rice [SEP] (626) 872-0353 90013 317 S BroadwaySte C-4-5",1
5946 W Sunset Blvd Mission Cantina (323) 469-3130 [SEP] 90028 7300 Sunset Blvd The Carving Board,0
6541 Hollywood Blvd #102 Five0Four Hollywood (323) 960-0224 [SEP] 90028 4624 Hollywood Blvd HomeState,0
6541 Hollywood Blvd #102 Five0Four Hollywood (323) 960-0224 [SEP] 90028 5183 Hollywood Blvd Sapp Coffee Shop,0
8948 Santa Monica Blvd Pump Restaurant (310) 657-7867 [SEP] 90069 4959 Santa Monica Blvd DeSano Pizza Bakery,0
"""700 N Spring St  Los Angeles"" CBS Seafood Restaurant [SEP] (213) 617-2323 90012 424 W College St",0
"""345 N La Brea Ave  Los Angeles"" East India Grill [SEP] (323) 936-8844 90036 519 N Fairfax Ave",0
7302 Melrose Ave The Darkroom (323) 931-3800 [SEP] 90048 5125 Melrose Ave La Fonda Antioquena,0
"""3272 Motor Ave  Los Angeles"" C & M Cafe [SEP] (310) 694-1516 90034 3272 Motor Ave",1
8684 Melrose Ave Nishimura (310) 659-4770 [SEP] 90069 5028 Melrose Ave Guadalupes Place,0
"""4566 W Washington Blvd  Los Angeles"" Ondal 2 [SEP] (323) 933-3228 90016 4566 W Washington Blvd",1
9683 Wilshire Blvd Capriotti's Sandwich Shop (310) 858-1383 [SEP] 90212 1001 Wilshire Blvd Organic Corner Cafe,0
517 Washington Blvd Mosto Enoteca (310) 821-3035 [SEP] 90292 2024 W Washington Blvd Blu Elefant Cafe,0
8439 W Sunset Blvd Katana (323) 650-8585 [SEP] 90069 3823 W Sunset Blvd Forage,0
8439 W Sunset Blvd Katana (323) 650-8585 [SEP] 90069 2903 W Sunset Blvd Aroma Restaurant,0
8730 Santa Monica Blvd Ari-ya (310) 854-6212 [SEP] 90069 6775 Santa Monica Blvd Bombay Grill,0
8401 Santa Monica Blvd Hugo's (323) 654-3993 [SEP] 90069 4156 Santa Monica Blvd Bowery Bungalow,0
20401 Ventura Blvd Todai (818) 883-8082 [SEP] 91364 11616 Ventura Blvd Cocina Condesa,0
"""8351 W Sunset Blvd  Los Angeles"" Carney's [SEP] (323) 654-8300 90069 8351 W Sunset Blvd",1
8961 W Sunset Blvd Sunset Deli (310) 275-8010 [SEP] 90069 2141 W Sunset Blvd Mohawk Bend,0
8961 W Sunset Blvd Sunset Deli (310) 275-8010 [SEP] 90069 2135 W Sunset Blvd Elf Caf,0
8961 W Sunset Blvd Sunset Deli (310) 275-8010 [SEP] 90069 5065 Sunset Blvd Zankou Chicken - Hollywood,0
"""4500 Los Feliz Blvd  Los Angeles"" MessHall [SEP] (323) 660-6377 90027 3000 Los Feliz Blvd",0
8905 Melrose Ave Gracias Madre (323) 978-2170 [SEP] 90069 7229 Melrose Ave Lalas Argentine Grill,0
8905 Melrose Ave Gracias Madre (323) 978-2170 [SEP] 90069 7275 Melrose Ave Shefa,0
8454 Melrose Ave Taste on Melrose (323) 852-6888 [SEP] 90069 5028 Melrose Ave Guadalupes Place,0
8221 W Sunset Blvd Chateau Marmont Restaurant (323) 656-1010 [SEP] 90046 2135 W Sunset Blvd Elf Caf,0
8221 W Sunset Blvd Chateau Marmont Restaurant (323) 656-1010 [SEP] 90046 2619 W Sunset Blvd La Caridad Restaurant,0
9635 S Santa Monica Blvd Sprinkles Cupcakes (310) 274-8765 [SEP] 90210 4156 Santa Monica Blvd Bowery Bungalow,0
8447 Santa Monica Blvd Barney's Beanery (323) 654-2287 [SEP] 90069 4905 Santa Monica Blvd. Marouch Restaurant,0
8440 W Sunset Blvd Asia de Cuba (323) 848-6000 [SEP] 90069 2943 W Sunset Blvd Local,0
8440 W Sunset Blvd Asia de Cuba (323) 848-6000 [SEP] 90069 3200 W Sunset Blvd Samosa House Silverlake,0
8535 Sunset Blvd Roppongi Asian Tapas Bar and Sushi (310) 289-0030 [SEP] 90069 1800 W Sunset Blvd Masa of Echo Park,0
8535 Sunset Blvd Roppongi Asian Tapas Bar and Sushi (310) 289-0030 [SEP] 90069 2943 W Sunset Blvd Local,0
"""8370 W 3rd St  Los Angeles"" Son of a Gun Restaurant [SEP] (323) 782-9033 90048 8370 W 3rd St",1
"""5484 Wilshire Blvd  Los Angeles"" Yuko Kitchen [SEP] (323) 933-4020 90036 109 N Fairfax Ave",0
6613 Hollywood Blvd Lucky's Tavern (323) 465-8259 [SEP] 90028 5633 Hollywood Blvd I Panini Di Ambra,0
"""5732 Melrose Ave  Los Angeles"" Osteria Mamma [SEP] (323) 284-7060 90038 5732 Melrose Ave",1
8200 W Sunset Blvd Pinches Tacos (323) 650-0614 [SEP] 90046 3322 W Sunset Blvd Night + Market Song,0
8200 W Sunset Blvd Pinches Tacos (323) 650-0614 [SEP] 90046 1400 Sunset Blvd The Park,0
8200 W Sunset Blvd Pinches Tacos (323) 650-0614 [SEP] 90046 1700 Sunset Blvd Sage Organic Vegan Bistro,0
7253 Santa Monica Blvd FoodLab (323) 851-7120 [SEP] 90046 6547 Santa Monica Blvd Eat This Cafe,0
9405 S Santa Monica Blvd Harajuku Crepe (310) 285-3946 [SEP] 90210 5706 Santa Monica Blvd Baroo,0
8945 Santa Monica Blvd Saint Felix (310) 275-4428 [SEP] 90069 5101 Santa Monica Blvd Spicy BBQ Restaurant,0
8945 Santa Monica Blvd Saint Felix (310) 275-4428 [SEP] 90069 6775 Santa Monica Blvd Bombay Grill,0
9023 Washington Blvd Dal Rae (562) 949-2444 [SEP] 90660 800 W Washington Blvd ms,0
9041 Sunset Blvd Night + Market (310) 275-9724 [SEP] 90069 6464 W Sunset Blvd Ciabatta Bar,0
9041 Sunset Blvd Night + Market (310) 275-9724 [SEP] 90069 7361 W Sunset Blvd Chibiscus Asian Cafe,0
"""2056 Hillhurst Ave  Los Angeles"" Yuca's [SEP] (323) 662-1214 90027 2056 Hillhurst Ave",1
8618 W Sunset Blvd Chin Chin (310) 652-1818 [SEP] 90069 2939 W Sunset Blvd Takumas Burgers,0
8618 W Sunset Blvd Chin Chin (310) 652-1818 [SEP] 90069 2852 Sunset Blvd Sopressata At Black Hogg,0
8430 Sunset Blvd Crossroads at The House of Blues (323) 848-5100 [SEP] 90069 6372 W Sunset Blvd Stella Barra Pizzeria,0
8430 Sunset Blvd Crossroads at The House of Blues (323) 848-5100 [SEP] 90069 7554 W Sunset Blvd Vintage Enoteca,0
8430 Sunset Blvd Crossroads at The House of Blues (323) 848-5100 [SEP] 90069 3508 W Sunset Blvd El Cochinito Restaurant,0
7100 Santa Monica Blvd Hot N Juicy Crawfish (323) 969-8902 [SEP] 90046 10250 Santa Monica Blvd Gulfstream,0
7100 Santa Monica Blvd Hot N Juicy Crawfish (323) 969-8902 [SEP] 90046 11521 Santa Monica Blvd Churros Calientes,0
7100 Santa Monica Blvd Hot N Juicy Crawfish (323) 969-8902 [SEP] 90046 5706 Santa Monica Blvd Baroo,0
9383 Wilshire Blvd Shanghai Grill (310) 275-4845 [SEP] 90210 3438 Wilshire Blvd Wiki Poki,0
1612 N Cahuenga Blvd Velvet Margarita Cantina (323) 469-2000 [SEP] 90028 1602 N Cahuenga Blvd Saint Felix,0
8690 Wilshire Blvd Bombay Palace (310) 659-9944 [SEP] 90211 3012 Wilshire Blvd Golden Mongolian Restaurant,0
7916 W Sunset Blvd The Griddle Cafe (323) 874-0377 [SEP] 90046 2927 W Sunset Blvd Silverlake Ramen,0
7916 W Sunset Blvd The Griddle Cafe (323) 874-0377 [SEP] 90046 7300 Sunset Blvd The Carving Board,0
7916 W Sunset Blvd The Griddle Cafe (323) 874-0377 [SEP] 90046 4321 Sunset Blvd Jays Bar,0
7916 W Sunset Blvd The Griddle Cafe (323) 874-0377 [SEP] 90046 5940 Sunset Blvd Twins Sliders,0
9749 Santa Monica Blvd Da Pasquale (310) 859-3884 [SEP] 90210 5706 Santa Monica Blvd Baroo,0
9641 Sunset Blvd Polo Lounge (310) 887-2777 [SEP] 90210 2927 W Sunset Blvd Silverlake Ramen,0
9025 Wilshire Blvd La Gondola Kosher Restaurant and Catering (310) 247-1239 [SEP] 90211 3675 Wilshire BlvdSte C Roll Roll Roll,0
