pairs,labels
Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ]Skrillex & DiploWhere Are '`` Now ( with Justin Bieber ) [ Remixes ] - EPDance  Music$ 1.292015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company2:3116-Jun-15 [SEP] Scary Monsters And Nice Sprites ( Zedd Remix )SkrillexScary Monsters And Nice Sprites EP [ Explicit ]Electronica  Dance & Electronic  Dubstep$ 1.29( c ) 2013 Digitop Ltd5:57December 21  2010,0
Second Chance ( Live Acoustic from Kansas City )ShinedownSomewhere In the Stratosphere ( Live )Rock  Music  Metal  Alternative  Hard Rock$ 1.292011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .5:0618-Apr-11 [SEP] Burning Bright ( Live From Washington State )ShinedownSomewhere In The StratosphereRock$ 1.29( C ) 2005 MCA Nashville3:53April 18  2011,0
If I Am a Stranger ( Live In Amsterdam )Ryan AdamsLive After Deaf ( Live ) [ Complete Collection ]Singer/Songwriter  Music  Rock$ 0.992012 PAXAM RECORDS5:102-Jul-12 [SEP] Dear Chicago ( Live in Stockholm )Ryan AdamsLive After Deaf ( Collection )Folk  Rock$ 0.992012 PAXAM RECORDS2:29July 2  2012,0
Autonomy ( Cold Blank Mix )ZeddAutonomy - EPDance  Music$ 0.992011 Bugeyed Records4:5928-Mar-11 [SEP] Autonomy ( Lucky Date Mix )ZeddZedd - AutonomyElectronica  Dance & Electronic$ 0.99( C ) 2014 Wolf Tone Limited5:59March 28  2011,0
Closer ( feat . Mike Posner )Nick JonasNick Jonas ( Deluxe Version )Pop  Music  Teen Pop  Pop/Rock  Rock$ 1.292014 Island Records  a division of UMG Recordings  Inc. / Safehouse Records  LLC3:4810-Nov-14 [SEP] Numb [ feat . Angel Haze ] [ Clean ]Nick JonasNick Jonas ( Deluxe ) [ Clean ]Pop$ 1.29( C ) 2014 Island Records/Safehouse Records LLC  a division of UMG Recordings  Inc.3:57November 10  2014,0
Second Chance ( Live Acoustic from Kansas City )ShinedownSomewhere In the Stratosphere ( Live )Rock  Music  Metal  Alternative  Hard Rock$ 1.292011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .5:0618-Apr-11 [SEP] 45 ( Live Acoustic From Kansas City )ShinedownSomewhere In The StratosphereRock$ 1.29( C ) 2005 MCA Nashville6:12April 18  2011,0
Starry Eyed ( AN21 and Max Vangeli Remix )Ellie GouldingStarry Eyed ( Remixes ) - EPDance  Music  Pop  Rock$ 1.292011 Polydor Ltd. ( UK )8:1415-Feb-11 [SEP] Lights ( Shook Remix )Ellie GouldingLights ( The Remixes Part 1 )Pop$ 1.29( C ) 2011 Polydor Ltd. ( UK )3:49May 23  2011,0
Lick It ( Norman Doray Remix )Kaskade & SkrillexLick It ( Remixes ) - EPDance  Music  Electronic$ 1.292012 Ultra Records  Inc.6:1417-Apr-12 [SEP] Scary Monsters And Nice Sprites ( Phonat Remix )SkrillexMore Monsters And Sprites EPDance & Electronic  Dubstep$ 1.292011 Rory Bourke Music Co. ( BMI )3:39June 7  2011,0
Titanium ( Spanish Version )David GuettaTitanium ( Spanish Version ) - SingleDance  Music  Electronic$ 1.292012 What A Music Ltd  Licence exclusive Parlophone Music France3:5820-Aug-12 [SEP] Titanium ( feat . Sia ) [ Cazzette 's Ant Seeking Hamster Mix ]David GuettaTitanium ( Feat . Sia )Dance & Electronic$ 0.992011 What A Music Ltd  licence exclusive Parlophone Music France6:37January 20  2012,0
HalcyonEllie GouldingHalcyon Days ( Deluxe Edition )Pop  Music  Dance  Rock$ 1.29‰ ãÑ 2013 Polydor Ltd. ( UK )3:2427-Aug-13 [SEP] HalcyonEllie GouldingHalcyonPop$ 1.29( C ) 2013 Polydor Ltd. ( UK )3:24August 27  2013,1
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ]David GuettaOne Love ( Deluxe Version )Dance  Music$ 1.292010 Gum Prod licence exclusive Parlophone Music France2:5121-Aug-09 [SEP] Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version )David GuettaOne Love ( Deluxe Version )Dance & Electronic$ 1.29( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd3:31August 21  2009,0
The Whisperer ( feat . Sia )David GuettaListenDance  Music  Electronic  House  Rock  French Pop$ 1.292014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France  under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved3:5424-Nov-14 [SEP] Dangerous ( feat . Sam Martin )David GuettaListen ( Deluxe )Dance & Electronic$ 1.292015 If Moving Your Mine3:23November 24  2014,0
Slow Down ( Sure Shot Rockers Reggae Dub Remix )Selena GomezSlow Down ( Reggae Remixes ) - SingleReggae  Music  Electronic  Dance  Rock$ 1.292013 Hollywood Records  Inc.3:1520-Aug-13 [SEP] Good For You ( Yellow Claw & Cesqeaux Remix ) [ feat . A$ AP Rocky ]Selena GomezGood For You ( Remixes )Pop$ 1.29( C ) 2015 Interscope Records3:01September 4  2015,0
True Colors ( feat . Nicki Minaj )Wiz KhalifaBlacc HollywoodHip-Hop/Rap  Music  Rap  East Coast Rap  Hardcore Rap  Rock$ 1.292014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company4:1519-Aug-14 [SEP] True Colors ( feat . Nicki Minaj ) [ Explicit ]Wiz KhalifaBlacc Hollywood [ Explicit ]Rap & Hip-Hop$ 1.292014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company4:15August 19  2014,1
Turn Around ( 54321 ) [ DJ Bam Bam Radio Remix ]Flo RidaTurn Around ( 54321 ) - Deluxe SingleHip-Hop/Rap  Music  Electronic  Rap  Dirty South  Dance$ 1.29‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .3:3516-Nov-10 [SEP] Turn Around ( 54321 )Flo RidaOnly One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ]Rap & Hip-Hop$ 1.292010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States3:20November 26  2010,1
Lifted ( feat . Emeli Sand ' © & Professor Green )Naughty BoyHotel Cabana ( Deluxe Version )Pop  Music  Rock  R&B / Soul  Contemporary R&B  DanceElectronicHip-Hop / Rap  Pop/Rock$ 1.292013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd4:156-May-14 [SEP] One Way [ feat . Mic Righteous ]Naughty BoyHotel Cabana ( Deluxe Version ) [ Explicit ]Pop$ 1.29( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd3:26May 6  2014,0
Young  Wild & Free ( feat . Bruno Mars )Snoop DoggMac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ]SoundtrackMusicHip-Hop / Rap  West Coast Rap  Gangsta Rap  Hardcore Rap  Rap  Soundtrack$ 1.992011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States4:1212-Dec-11 [SEP] Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ]Snoop DoggR&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version )Gangsta & Hardcore  Rap & Hip-Hop$ 0.99( C ) 2004 Geffen Records3:08November 16  2004,0
GoneThe WeekndTrilogyR&B / Soul  Music  Rock  Contemporary R&B$ 1.29‰ ãÑ 2012 XO & co.  Inc.8:0713-Nov-12 [SEP] Gone ( Album Version ( Edited ) ) [ Clean ]The WeekndTrilogy ( Edited Version ) [ Clean ]R&B$ 1.29( C ) 2013 XO & co.  Inc.8:07September 18  2015,1
If I Am a Stranger ( Live In Amsterdam )Ryan AdamsLive After Deaf ( Live ) [ Complete Collection ]Singer/Songwriter  Music  Rock$ 0.992012 PAXAM RECORDS5:102-Jul-12 [SEP] Lucky Now ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ]Ryan AdamsLive At Carnegie Hall [ Explicit ]Rock$ 1.29( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records6:01April 21  2015,0
Masterpiece ( feat . Jordan Rakei )DisclosureCaracalElectronic  Music  Dance  Garage  House  RockAlbum Only2015 Island Records  a division of Universal Music Operations Limited4:01 [SEP] Holding On [ feat . Gregory Porter ]DisclosureCaracalElectronica  Dance & Electronic$ 1.29( C ) 2015 Island Records  a division of Universal Music Operations Limited5:15September 25  2015,0
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]David GuettaListen ( Deluxe Version )Dance  Music  Rock  House  Electronic  French Pop$ 1.292014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France  under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .3:2024-Nov-14 [SEP] I 'll Keep Loving you ( feat . Birdy & Jaymes Young )David GuettaListen ( Deluxe )Dance & Electronic$ 1.292015 If Moving Your Mine3:08November 24  2014,0
El Perd ' _ n ( Forgiveness )Nicky Jam & Enrique IglesiasEl Perd ' _ n ( Forgiveness ) - SinglePop  Music$ 1.292015 Sony Music Entertainment US Latin LLC3:2610-Jul-15 [SEP] El PerdÌ_n ( Gregor Salto Remix )Nicky Jam & Enrique IglesiasEl PerdÌ_n ( The Remixes )International  Latin Music  Latin Hip-Hop$ 1.292015 Real Sounds4:09July 1  2015,0
Take Care ( feat . Rihanna )DrakeTake Care ( Deluxe Version )Hip-Hop/Rap  Music$ 1.29‰ ãÑ 2011 Cash Money Records Inc.4:3715-Nov-11 [SEP] Make Me Proud [ feat . Nicki Minaj ] [ Clean ]DrakeTake Care ( Deluxe Edition )Rap & Hip-Hop$ 1.29( C ) 2012 Cash Money Records Inc.3:39March 20  2012,0
Whateva ( feat . Monty )Fetty WapFetty Wap ( Deluxe )Hip-Hop/Rap  Music  RapAlbum Only2015 300 Entertainment/RGF Productions5:11 [SEP] My Way ( feat . Monty ) [ Explicit ]Fetty WapFetty Wap ( Deluxe ) [ Explicit ]Rap & Hip-Hop$ 1.29( C ) 2000 Mute Records Ltd.  a BMG Company  under exclusive license to INgrooves3:33September 25  2015,0
I Ai n't Livin ' Long Like ThisChris JansonTake It to the Bank - EPCountry  Music$ 1.292014 Sony Music Entertainment4:1324-Feb-14 [SEP] I Ai n't Livin ' Long Like ThisChris JansonTake It to the Bank ( EP )Country$ 1.29( C ) 2012 Cash Money Records Inc.4:13February 24  2014,1
I Ca n't Go There ( Acoustic Version )Kenny ChesneyNo Shoes  No Shirt  No ProblemsCountry  Music  Contemporary Country  Urban Cowboy$ 0.992002 BMG3:452-Apr-02 [SEP] I Ca n't Go There ( Acoustic Version )Kenny ChesneyNo Shoes  No Shirt  No ProblemsCountry$ 0.99Underground Avenue3:45April 2  2002,1
Second Chance ( Live Acoustic from Kansas City )ShinedownSomewhere In the Stratosphere ( Live )Rock  Music  Metal  Alternative  Hard Rock$ 1.292011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .5:0618-Apr-11 [SEP] Times Like These ( Live Acoustic From Kansas City )ShinedownSomewhere In The StratosphereRock$ 1.29( C ) 2005 MCA Nashville4:07April 18  2011,0
Who I Am With YouChris YoungA.M.Country  Music  Urban Cowboy  Contemporary Country$ 1.29‰ ãÑ 2013 Sony Music Entertainment3:1316-Sep-13 [SEP] Who I Am With YouChris YoungA.M.Country$ 1.29( C ) 2010 Hollywood Records  Inc.3:11September 16  2013,1
If I Am a Stranger ( Live In Amsterdam )Ryan AdamsLive After Deaf ( Live ) [ Complete Collection ]Singer/Songwriter  Music  Rock$ 0.992012 PAXAM RECORDS5:102-Jul-12 [SEP] 16 Days ( Live in London 2 Bonus Track )Ryan AdamsLive After Deaf ( Collection )Folk  Rock$ 0.992012 PAXAM RECORDS4:56July 2  2012,0
Gold ( feat . Eighty4 Fly )Macklemore & Ryan LewisThe Heist ( Deluxe Edition )Hip-Hop/Rap  Music  Rap  Alternative Rap  West Coast Rap$ 1.29‰ ãÑ 2012 Macklemore  LLC .4:111-Aug-12 [SEP] Neon Cathedral ( feat . Allen Stone )Macklemore & Ryan LewisThe Heist [ Explicit ]Rap & Hip-Hop$ 1.292014 Selena Garcia & Steven Gomez4:34October 9  2012,0
The Whisperer ( feat . Sia )David GuettaListenDance  Music  Electronic  House  Rock  French Pop$ 1.292014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France  under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved3:5424-Nov-14 [SEP] S.T.O.P ( feat . Ryan Tedder )David GuettaListen ( Deluxe )Dance & Electronic$ 1.292015 If Moving Your Mine3:34November 24  2014,0
As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ]Justin BieberAs Long As You Love Me ( Remixes ) [ feat . Big Sean ]Dance  Music  Rock$ 1.292012 The Island Def Jam Music Group4:4011-Sep-12 [SEP] Love Me Like You Do ( Sax Instrumental Version )Justin WardLove Me Like You Do - Made Popular By Ellie GouldingPop$ 0.89( c ) 2015 Covered Records3:16,0
Doin ' My ThingLuke BryanDoin ' My ThingCountry  Music  Contemporary Country$ 1.29‰ ãÑ 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville  3322 West End Avenue  11th Floor  Nashville  TN 372033:092-Oct-09 [SEP] Doin ' My ThingLuke BryanDoin ' My ThingCountry$ 1.29( C ) 2009 Capitol Records Nashville3:09October 2  2009,1
Remember You ( feat . The Weeknd )Wiz KhalifaO.N.I.F.C. ( Deluxe Version )Hip-Hop/Rap  Music  Hardcore Rap  East Coast Rap  Rap$ 1.992012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States5:204-Dec-12 [SEP] KK ( feat . Project Pat & Juicy J ) [ Explicit ]Wiz KhalifaBlacc Hollywood ( Deluxe ) [ Explicit ]Rap & Hip-Hop$ 1.292014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company4:09August 19  2014,0
Turn Around ( 54321 ) [ AK Remix ]Flo RidaTurn Around ( 54321 ) [ Remixes ]DanceMusicHip-Hop / Rap  Dirty South  Rap  Electronic$ 1.292011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .5:0919-Apr-11 [SEP] Gdfr ( Feat . Sage The Gemini & Lookas ) [ K. Theory Remix ]Flo RidaGdfr ( Feat . Sage The Gemini & Lookas ) [ Remixes ]Rap & Hip-Hop$ 1.292014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company3:08January 21  2015,0
Fake ( Demo )ShinedownUs and Them ( Deluxe Version )Rock  Music  Metal  Hard Rock  Alternative$ 1.292009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .5:054-Oct-05 [SEP] Left Out [ Demo ]ShinedownLeave A Whisper ( Deluxe )Rock$ 1.292015 Mad Decent3:36May 27  2003,0
Whateva ( feat . Monty )Fetty WapFetty Wap ( Deluxe )Hip-Hop/Rap  Music  RapAlbum Only2015 300 Entertainment/RGF Productions5:11 [SEP] Whateva ( feat . Monty ) [ Clean ]Fetty WapFetty Wap ( Deluxe ) [ Clean ]Rap & Hip-Hop$ 1.29( C ) 2000 Mute Records Ltd.  a BMG Company  under exclusive license to INgrooves5:11September 25  2015,1
Every Time You GoEllie GouldingBright Lights ( Deluxe Version )Pop  Music  Dance  Rock$ 1.29‰ ãÑ 2010 Polydor Ltd. ( UK )3:2529-Nov-10 [SEP] I Know You CareEllie GouldingHalcyon ( Deluxe )Pop$ 1.29( C ) 2013 Polydor Ltd. ( UK )3:26August 27  2013,0
Gonertwenty one pilotsBlurryfaceAlternative  Music  Rock  Adult Alternative  Indie RockHip-Hop / Rap  Rap  Underground Rap$ 1.292015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company3:5615-May-15 [SEP] Gonertwenty one pilotsBlurryfaceAlternative Rock$ 1.292015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company3:56May 15  2015,1
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ]David GuettaOne Love ( Deluxe Version )Dance  Music$ 1.292010 Gum Prod licence exclusive Parlophone Music France2:5121-Aug-09 [SEP] Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version )David GuettaOne Love ( Deluxe Version )Dance & Electronic$ 1.29( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd3:31August 21  2009,0
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]David GuettaListen ( Deluxe Version )Dance  Music  Rock  House  Electronic  French Pop$ 1.292014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France  under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .3:2024-Nov-14 [SEP] Gettin ' Over You ( Feat . Fergie & Lmfao )David GuettaOne Love ( Deluxe Version )Dance & Electronic$ 1.29( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd3:07August 21  2009,0
Obsession ( feat . JD Davis & Miss B )David GuettaPop Life ( Extended Version ) [ Bonus Version ]Dance  Music  Rock  Pop  House  Electronic  Electronica  Adult AlternativeAlbum Only‰ ãÑ 2007 Gum Records3:0618-Sep-07 [SEP] Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version )David GuettaOne Love ( Deluxe Version )Dance & Electronic$ 1.29( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd3:31August 21  2009,0
Epilogue ( feat . George the Poet )Naughty BoyHotel CabanaPop  Music  R&B / Soul  Contemporary R&B  Hip-Hop/Rap  Pop/Rock  Rock$ 1.292014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd1:286-May-14 [SEP] Wonder [ feat . Emeli SandÌ © ]Naughty BoyHotel Cabana ( Deluxe Version ) [ Explicit ]Pop$ 1.29( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd3:27May 6  2014,0
Sunburn ( Bonus Track )Ed Sheeran#NAME ?Singer/Songwriter  Music$ 1.292011 Warner Music UK Limited4:359-Sep-11 [SEP] Sunburn ( Deluxe Edition )Ed Sheeran#NAME ?Pop$ 1.29Doll records4:35September 9  2011,1
I Do n't Believe You ( Main Version )P!NKFunhousePop  Music  R&B / Soul  Dance  Pop/Rock$ 1.29‰ ãÑ LaFace Recording LLC4:3628-Oct-08 [SEP] I Do n't Believe YouP!nkFunhouse ( Explicit )R&B  Pop$ 1.29( c ) 2006 Roadshow4:36October 28  2008,1
Crack In the Pearl  Pt . II ( feat . Stevie Wonder & Jeff Bhasker )Mark RonsonUptown SpecialPop  Music  R&B / Soul  Funk  Soul$ 1.29Tracks 4 & 6 ( P ) 2014  all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited2:1613-Jan-15 [SEP] Crack In the PearlMark RonsonUptown Special [ Clean ]Pop$ 1.292015 Real Sounds2:25January 13  2015,0
You & Me ( feat . Eliza Doolittle )DisclosureSettle ( Deluxe Version )Electronic  Music$ 1.29‰ ãÑ 2014 Universal Island Records  a division of Universal Music Operations Limited4:2615-Apr-14 [SEP] Defeated No More [ feat . Edward Macfarlane ]DisclosureSettleElectronica  Dance & Electronic$ 1.29( C ) 2013 Universal Island Records  a division of Universal Music Operations Limited6:07June 11  2013,0
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ]David GuettaOne Love ( Deluxe Version )Dance  Music$ 1.292010 Gum Prod licence exclusive Parlophone Music France2:5121-Aug-09 [SEP] I Wan na Go Crazy ( Feat . Will.I.Am ; Extended ; Continuous Mix Version )David GuettaOne Love ( Deluxe Version )Dance & Electronic$ 1.29( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd4:54August 21  2009,0
Whateva ( feat . Monty )Fetty WapFetty Wap ( Deluxe )Hip-Hop/Rap  Music  RapAlbum Only2015 300 Entertainment/RGF Productions5:11 [SEP] My Way ( feat . Monty ) [ Explicit ]Fetty WapFetty Wap [ Explicit ]Rap & Hip-Hop$ 1.29( C ) 2000 Mute Records Ltd.  a BMG Company  under exclusive license to INgrooves3:33September 25  2015,0
O Little Town of BethlehemKenny ChesneyAll I Want for Christmas Is a Real Good TanHoliday  Music  Country  Honky Tonk  Contemporary Country  Christmas$ 0.992003 BMG Music4:184-Oct-03 [SEP] Sweet Little Jesus BoyKenny RogersChristmas GreetingsHoliday  Christmas  Miscellaneous$ 1.29( C ) 2000 Capitol Records  LLC3:04August 17  2000,0
Why You Up In Here ( feat . Ludacris  Git Fresh & Gucci Mane )Flo RidaOnly One Flo  Pt. 1Hip-Hop/Rap  Music  Rap  Dirty South$ 1.292010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States3:3624-Nov-10 [SEP] Street Money ( feat . Rick Ross ) [ Explicit ]Flo RidaWelcome to Flo Rida [ Explicit ]Rap & Hip-Hop$ 0.992015 CMG Records3:57April 6  2015,0
Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ]ZeddBeautiful Now ( feat . Jon Bellion ) [ Remixes ] - EPDance  Music$ 1.292015 Interscope Records4:1510-Jul-15 [SEP] Clarity ( Zedd Union Mix ) [ feat . Foxes ]ZeddClarity ( Remixes )Dance & Electronic$ 1.29( C ) 2013 Interscope Records3:28February 12  2013,0
We RunSugarlandLove On the Inside ( Deluxe Fan Edition )Country  Music  Rock  Contemporary Country  Southern Rock  Contemporary Bluegrass$ 1.29‰ ãÑ 2008 Mercury Records  a Division of UMG Recordings  Inc.3:5522-Jul-08 [SEP] We RunSugarlandLove On The InsideCountry$ 1.29( C ) 2008 Mercury Records  a Division of UMG Recordings  Inc.3:56July 29  2008,1
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ]David GuettaOne Love ( Deluxe Version )Dance  Music$ 1.292010 Gum Prod licence exclusive Parlophone Music France2:5121-Aug-09 [SEP] S.T.O.P ( feat . Ryan Tedder )David GuettaListen ( Deluxe )Dance & Electronic$ 1.292015 If Moving Your Mine3:34November 24  2014,0
That GoodSnoop Dogg & Wiz KhalifaMac and Devin Go to High School ( Music from and Inspired By the Movie )SoundtrackMusicHip-Hop / Rap  Hardcore Rap  West Coast Rap  Gangsta Rap  Rap  Soundtrack$ 1.292011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States3:489-Dec-11 [SEP] I 'm Good [ Explicit ]Wiz KhalifaFlight School [ Explicit ]Rap & Hip-Hop$ 0.992013 Mad Decent2:32April 17  2009,0
I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson )David GuettaNothing But the BeatDance  Music  House  Electronic  Rock$ 1.292011 What A Music Ltd  Licence exclusive Parlophone Music France3:3426-Aug-11 [SEP] Little Bad Girl ( Feat . Taio Cruz & Ludacris ) [ Explicit ]David GuettaNothing But The BeatDance & Electronic$ 1.292009 Andy Henningsen3:12August 26  2011,0
Trucetwenty one pilotsVesselAlternative  Music  Rock  Indie RockHip-Hop / Rap  Rap  Underground Rap$ 1.292012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .2:224-Jan-13 [SEP] Trucetwenty one pilotsVesselAlternative Rock  Indie & Lo-Fi$ 1.29( C ) 2000 Columbia Pictures Industries  Inc.2:22January 4  2013,1
