pairs,labels
"""Glasgow Rose Gold Ladies´ Watch 36mm""@en ""Daniel Wellington Glasgow 36mm nur € 111.20""@en [SEP] ""Glasgow Rosegold Damenuhr 36mm""@de 20 €""@de ""Daniel Wellington Glasgow 36mm nur 111",1
"""Michele Serein Watch MWW21A000001"" ""Shop Michele MWW21A000008 Watches | Northeastern Fine Jewelry"" [SEP] ""Fossil ES3487 watch""",0
"""Tissot Quickster T095.417.17.037.01 Chrono""@en ""Watch Tissot T-Sport Laguardajoiers official dealer of in Barcelona""@en catalog [SEP] ""T048.417.27.057.01 Tissot T-Race""@en ""Tissot T-Sport T-Race T048.417.27.057.01 Laguardajoiers official dealer of in Barcelona""@en catalog",0
"""Cartier"" ""CartierCartier New Santos Series Men's Watch W20090 x 8"" [SEP] ""Cartier Santos 100 W20090X8"" W20090X8 Watch | Watchfinder & Co.""",1
"""Max Bill Ladies´ Watch""@en ""Junghans Max Watch 047/4659.00 nur € 495.00""@en [SEP] ""Automatic watch Max Bill""@en ""Junghans Automatic Bill 027/4700.00 nur € 925.00""@en",0
"""G-Shock Men´s Watch""@en ""Casio G-Shock Watch GA-800-4AER nur € 129.00""@en [SEP] ""Morellato Gents Watch Analogue Quartz, Steel and Pink Steel, Rose Bezel, Bracelet""@en Bracelet | Samuels Jewelers""@en Bezel Quartz",0
""" Tissot Men's PRC200 Automatic Watch""@en ""Men's Watch (T0554301105700) - WATCH SHOP.com™""@en [SEP] "" Tissot Men's Classic Dream Watch""@en ""Men's Watch (T0334102205301) - WATCH SHOP.com™""@en",0
"""Michele Serein Watch MWW21A000008"" ""Shop Michele MWW21A000001 Watches | Northeastern Fine Jewelry"" [SEP] ""Michele Serein Watch MWW21A000058"" ""Shop Michele MWW21A000001 Watches | Northeastern Fine Jewelry""",0
"""Longines Master Collection Watch L2.628.4.51.7"" ""Shop Longines L2.128.4.57.6 Watches | Northeastern Fine Jewelry"" [SEP] ""Longines Master Collection L2.628.4.51.7"" ""Shop Longines at Merry Richards""",1
"""Hamilton Jazzmaster Chrono Quartz Watch H32612555"" [SEP] ""Hamilton Chrono Quartz H32612555"" ""Chrono Quartz""",1
""" Junghans Men's Max Bill Chronoscope Automatic Chronograph Watch""@en ""Men's Watch (027/4600.00) - WATCH SHOP.com™""@en [SEP] ""Chronoscope Max Bill""@en 645.00""@en ""Junghans Chronoscope Bill 027/4600.00 nur € 1",1
"""Raymond Weil Toccata Watch 5488-STC-50001"" ""Shop Raymond 5588-ST-60001 Watches | Costello Jewelry Company"" [SEP] ""Raymond Weil Toccata Watch 5488-ST-50001"" ""Shop Raymond 5588-STC-20001 Watches | Costello Jewelry Company""",0
"""Longines Master Collection Watch L2.628.4.51.7"" ""Shop Longines L2.128.4.57.6 Watches | Northeastern Fine Jewelry"" [SEP] ""Longines Master Collection Watch L2.628.4.51.7"" ""Shop Longines L2.518.5.12.7 Watches | Northeastern Fine Jewelry""",1
""" Junghans Men's Max Bill Automatic Watch""@en ""Men's Watch (027/4002.44) - WATCH SHOP.com™""@en [SEP] ""Crystal South Horizons Blue Watch""@en ""Versus Versace Crystal Watch for Women | US Online Store""@en",0
""" Tissot Men's PRC200 Automatic Watch""@en ""Men's Watch (T0554301105700) - WATCH SHOP.com™""@en [SEP] "" Tissot Ladies' PRC200 Chronograph Watch""@en ""Ladies' Watch (T0552171603202) - WATCH SHOP.com™""@en",0
""" Mens Nixon The Brigade Watch A1176-001 ""Men's Watches | Designer For Men Hut"" [SEP] "" Mens Sekonda Watch 1350 ""Men's Watches | Designer For Men The Hut""",0
"""Reloj Polar V800-Negro/Plateado""@es "" Reloj V800-GPS-Accesorios para correr-Negro/Plateado ""@es [SEP] ""Polar V800 Watch - Black/Silver""@en-GB "" Accessories Polar Black/Silver 92052229 ""@en-GB",1
"""Michele Signature Deco MWW06P000171"" ""MWW06P000171 New Michele Diamond Ladies Quartz Watch"" [SEP] ""Michele Serein Mid Watch MWW21B000009"" ""Shop Michele MWW21B000017 Watches | Northeastern Fine Jewelry""",0
"""Hamilton Jazzmaster Slim Auto Watch H38615735"" [SEP] ""Hamilton Jazzmaster Slim Auto Watch H38615735"" H38615555 """,1
"""G-Shock Herrenuhr""@de ""Casio G-Shock Herrenuhr GA-110GB-1AER nur 149 00 €""@de [SEP] ""Casio GA-110GB-1AER G-Shock watch""",1
"""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER"" [SEP] ""Mens Casio G-Shock Premium Mudmaster Compass Alarm Chronograph Radio Controlled Watch GWG-1000-1A3ER""",0
""" Junghans Men's Max Bill Automatic Watch""@en ""Men's Watch (027/4002.44) - WATCH SHOP.com™""@en [SEP] "" Ladies Karl Lagerfeld Joleigh Watch KL3409 ""Ladies Watches | Designer For Women The Hut""",0
"""Garmin Forerunner 235 - Black Frost Blue""@en "" Garmin Running Accessories & Blue ""@en [SEP] ""TomTom Touch Activity Tracker (Large) - Black""@en-GB "" TomTom Black Accessories 1AT0.001.00 ""@en-GB",0
"""Sheffield Silver Ladies´ Watch 36mm""@en ""Daniel Wellington Sheffield 36mm nur € 169.00""@en [SEP] "" Daniel Wellington Ladies' Sheffield Silver 36mm Watch""@en ""Ladies' Watch (DW00100053) - WATCH SHOP.com™""@en",1
""" Tissot Men's PRC200 Chronograph Watch""@en ""Men's Watch (T0554171105700) - WATCH SHOP.com™""@en [SEP] ""Tissot PRC 200 Quartz T055.417.11.057.00 Chrono Gent""@es catálogo oficial Laguardajoiers distribuidor de Tissot en Barcelona""@es ""Reloj T-Sport",1
"""The Time Teller Chrono Black Sunray""@de 00 €""@de ""Nixon The Sunray A9722348 nur 189 [SEP] "" Nixon Unisex The Time Teller Chrono Chronograph Watch""@en ""Unisex Watch (A972-2348) - WATCH SHOP.com™""@en",1
"""Astron GPS Solar Dual Time""@de 00 €""@de ""Seiko Astron Time SSE047J1 nur 1.955 [SEP] "" Seiko Astron Men's GPS Titanium Chronograph Watch""@en ""Men's Watch (SSE047J1) - WATCH SHOP.com™""@en",1
"""Chronoscope Max Bill""@en 645.00""@en ""Junghans Chronoscope Bill 027/4600.00 nur € 1 [SEP] ""Automatic watch Max Bill""@en ""Junghans Automatic Bill 027/7700.00 nur € 955.00""@en",0
"""Prospex Diver´s Revival Automatic Watch""@en ""Seiko Prospex Watch SRP773K1 nur € 439.00""@en [SEP] ""Seiko SRP773K1 Prospex Mar Diver's""@en ""Prospex Sea Seiko Automatic Diver's SRP773K1""@en",1
"""Mens Casio G-Shock Premium Mudmaster Compass Alarm Chronograph Radio Controlled Watch GWG-1000-1A3ER"" [SEP] ""Mens Casio G-Shock Premium Mudmaster Compass Black x Gold Alarm Chronograph Radio Controlled Watch GWG-1000GB-1AER""",0
""" Suunto Men's Ambit 3 HR Bluetooth GPS Chronograph Watch""@en ""Men's Watch (SS020678000) - WATCH SHOP.com™""@en [SEP] ""Suunto Ambit 3 Sports with HR - Black""@en "" Suunto Heart Rate Accessories Black ""@en",1
"""Seiko 5 Herren-Automatikuhr""@de 00 €""@de Seiko Herren-Automatikuhr SRP601K1 nur 229 [SEP] ""Seiko 5 Automatic 24 Jewels Men's 100m Rubber Sports Watch SRP601K1 ""@en | Dutyfreeislandshop.com""@en",1
"""G-SHOCK ジーショック GA-100CF-1A9 アナデジ メンズ腕時計 文字盤カモフラージュ（迷彩）柄""@ja アナ...｜アタック【ポンパレモール】""@ja [SEP] "" Casio Men's G-Shock Alarm Chronograph Watch""@en ""Men's Watch (GA-100CF-1A9ER) - WATCH SHOP.com™""@en",1
""" Ball Men's Engineer Hydrocarbon Ceramic XV Chronometer Automatic Watch""@en ""Men's Watch (DM2136A-SCJ-BK) - WATCH SHOP.com™""@en [SEP] ""Bvlgari Bvlgari Watch BBL33WSPGD"" BBL26WSS 12 | Dejaun Jewelers""",0
"""Mens Casio G-Shock Premium Mudmaster Compass Alarm Chronograph Radio Controlled Watch GWG-1000-1A3ER"" [SEP] "" Casio Men's G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men's Watch (GW-9400-1ER) - WATCH SHOP.com™""@en",0
"""Cartier"" ""CartierCartier Santos Dumont Watch WH100351"" [SEP] ""Cartier"" ""CartierCartier Classic Santos Series Men's Watch W20099C4""",0
""" Junghans Men's Meister Kalendar Automatic Watch""@en ""Men's Watch (027/4200.00) - WATCH SHOP.com™""@en [SEP] ""Bvlgari Bvlgari Soltempo Watch BB39WSPGD"" BB39WSPGD | Dejaun Jewelers""",0
""" Junghans Men's Meister Pilot Automatic Chronograph Watch""@en ""Men's Watch (027/3591.00) - WATCH SHOP.com™""@en [SEP] ""Raymond Weil Tango Watch 8160-ST-00608"" ""Shop Raymond 5591-ST-20001 Watches | Costello Jewelry Company""",0
"""Gucci YA1264007 G-Timeless Mens Swiss Watch"" [SEP] ""Michele Deco Watch MWW06P000100"" ""Shop Michele MWW06P000232 Watches | Northeastern Fine Jewelry""",0
""" Mens Coach Bleecker Slim Watch 14602343 ""Men's Watches | Designer For Men The Hut"" [SEP] "" Mens Marea Watch 54088/3 ""Men's Watches | Designer For Men The Hut""",0
"""Rolex 116710LN GMT-Master II Steel Watch""@en Watches From SwissLuxury""@en [SEP] ""Crosswalk Stainless Steel Women's Watch ""@en "" Gray 'stanhope' Ceramic Bracelet",0
"""Omega Speedmaster 311.30.42.30.01.005"" [SEP] ""Omega Seamaster 212.30.44.50.03.001""",0
"""Daniel Wellington Classic Man Black Durham silver""@nl-NL silver 10:35 Horloge boektiek""@nl-NL [SEP] ""Daniel Wellington Classic Man Black Durham silver""@en-GB silver 10:35 Watch boutique""@en-GB",1
"""Hamilton Gent Quartz H32451751"" ""Gent Quartz"" [SEP] ""Hamilton Jazzmaster Gent Quartz Watch H32451751"" ""Shop Hamilton Collection at Safa Jewelers""",1
"""Cartier Santos 100 Watch W20073X8"" ""Shop Cartier W20072X7 Watches | Northeastern Fine Jewelry"" [SEP] ""Raymond Weil Toccata Watch 5988-P-97081"" ""Shop Raymond 5988-ST-97081 Watches | Costello Jewelry Company""",0
""" Nixon Ladies' The Facet 38 Watch""@en ""Ladies' Watch (A409-1920) - WATCH SHOP.com™""@en [SEP] "" Nixon Ladies' The Kensington Leather Watch""@en ""Ladies' Watch (A108-1045) - WATCH SHOP.com™""@en",0
"""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER"" [SEP] ""Mens Casio Edifice Waveceptor Alarm Chronograph Radio Controlled Solar Powered Watch ECW-M300EDB-1AER""",0
"""Michele Serein Watch MWW21A000001"" ""Shop Michele MWW21A000008 Watches | Northeastern Fine Jewelry"" [SEP] ""Michele Serein Mid Watch MWW21B000009"" ""Shop Michele MWW21B000030 Watches | Northeastern Fine Jewelry""",0
"""Hamilton Jazzmaster Seaview Chrono Quartz Watch H37512131"" ""Shop Hamilton Collection at Safa Jewelers"" [SEP] ""Hamilton Jazzmaster Viewmatic Skeleton Gent Auto Watch H42545551""",0
"""Rolex GMT Master II 116710 LN"" LN Watch | Watchfinder & Co."" [SEP] ""Rolex GMT Master II 116713 LN"" LN Watch | Watchfinder & Co.""",0
"""Hamilton Maestro Auto Chrono H32716839"" ""Maestro Chrono"" [SEP] ""Hamilton Jazzmaster Maestro Auto Chrono Watch H32716839"" ""Shop Hamilton Collection at Safa Jewelers""",1
""" Seiko Astron Men's GPS Titanium Chronograph Solar Powered Watch""@en ""Men's Watch (SSE025J1) - WATCH SHOP.com™""@en [SEP] ""Longines Conquest Watch L3.697.4.76.6"" ""Shop Longines L3.676.4.99.6 Watches | Northeastern Fine Jewelry""",0
"""Raymond Weil Maestro Beatles Limited Edition Automatic Watch""@en-GB Watch 2237-ST-BEAT2""@en-GB [SEP] "" Ladies Raymond Weil Noemia 24mm Diamond Watch 5124-ST-00985 ""Raymond Watches""",0
"""SUUNTO AMBIT 3 PEAK BLACK""@en BLACK - TREKKING GPS Suunto colour Black SS020677000 Athletic footwear apparel and sports equipment""@en [SEP] ""SUUNTO M2 MEN LIME""@en apparel and sports equipment""@en LIME - HEART RATE MONITOR Suunto colour SS020647000 Athletic footwear",0
""" Nixon Ladies' The Monopoly Watch""@en ""Ladies' Watch (A325-1219) - WATCH SHOP.com™""@en [SEP] "" Nixon Ladies' The Kensington Leather Watch""@en ""Ladies' Watch (A108-1045) - WATCH SHOP.com™""@en",0
"""Seiko Automatic Divers 200M 21 Jewels SKX007K2 Mens Watch""@en-US Watch - CityWatches.co.uk""@en-US [SEP] ""Seiko Men's SKX007K2 Diver's Automatic Watch"" ""Sport Watches - Page 5 | All Fitness Gadgets""",1
""" Unisex Junghans Max Bill Watch 047/4658.00 ""Men's Watches | Designer For Men The Hut"" [SEP] ""Michele Serein Mid Watch MW21B01D2963_MS16DH315750"" ""Shop Michele MW21B01B4993_MS16DH267715 Watches | Northeastern Fine Jewelry""",0
"""Chopard Mille Miglia Watch 168997-3001"" 158997-3001 | Dejaun Jewelers"" [SEP] ""Chopard LUC 161934-5001"" 161934-5001 Watch | Watchfinder & Co.""",0
""" Seiko Men's Prospex GMT Diver Kinetic Watch""@en ""Men's Watch (SUN021P1) - WATCH SHOP.com™""@en [SEP] "" Raymond Weil Men's Freelancer Automatic Watch""@en ""Men's Watch (2740-ST-50021) - WATCH SHOP.com™""@en",0
"""Cartier Pasha W31079M7"" W31079M7 Watch | Watchfinder & Co."" [SEP] ""Cartier Pasha W31029M7"" W31029M7 Watch | Watchfinder & Co.""",0
"""Couturier T035.210.11.051.00 Tissot Quartz Lady""@en Lady official catalog Laguardajoiers dealer of in Barcelona""@en [SEP] ""Carl F Bucherer Peripheral Watch 00.10917.08.73.11"" ""Shop Carl 00.10917.08.83.11 | Moyer Fine Jewelers""",0
""" Raymond Weil Ladies' Tango Diamond Watch""@en ""Ladies' Watch (5391-ST-00995) - WATCH SHOP.com™""@en [SEP] ""Raymond Weil Tango Watch 5391-STP-00308"" ""Shop Raymond 5960-STS-00995 Watches | Costello Jewelry Company""",0
"""Chopard Mille Miglia Watch 168997-3001"" 158997-3001 | Dejaun Jewelers"" [SEP] ""Chopard Mille Miglia Watch 158992-3001"" 158997-3001 | Dejaun Jewelers""",0
""" Raymond Weil Ladies' Nabucco BRIT Awards 2014 Limited Edition Titanium Automatic Chronograph Diamond Watch""@en ""Ladies' Watch (7700-TIR-BRIT14) - WATCH SHOP.com™""@en [SEP] "" Ladies Sekonda Editions Watch 2463 ""Ladies Watches | Designer For Women The Hut""",0
"""Daniel Wellington Classic Man Black Cornwall silver""@en-GB silver 10:35 Watch boutique""@en-GB [SEP] ""Daniel Wellington Classic Man Reading silver""@nl-NL silver 10:35 Horloge boektiek""@nl-NL",0
"""Raymond Weil Tango Watch 5391-STP-00308"" ""Shop Raymond 5391-STP-00995 Watches | Costello Jewelry Company"" [SEP] ""Raymond Weil Tango Watch 5391-ST-00995"" ""Shop Raymond 5960-STS-00995 Watches | Costello Jewelry Company""",0
"""Alpina Pilot Quartz Chronograph Watch AL-372BGR4S6"" ""Shop Alpina AL-372LBBG4FBV6 | Moyer Fine Jewelers"" [SEP] ""ArtCarved Classic Engagement Ring 31-V734ERW-E"" ""Shop ArtCarved 31-V226ERW-E rings | Northeastern Fine Jewelry""",0
""" Daniel Wellington Men's Dapper 38mm Bristol Watch""@en ""Men's Watch (DW00100090) - WATCH SHOP.com™""@en [SEP] ""Bvlgari Bvlgari Watch BBL33C11SPG 12"" BBLP33WGDL 12 | Dejaun Jewelers""",0
"""Suunto M2 - Black""@en "" Suunto Accessories Black ""@en [SEP] ""Suunto M2 Black Watch SS015854000 ""@en | Dutyfreeislandshop.com""@en",1
"""Classic Black Cornwall Silver 40mm""@pl ""Daniel Wellington Classic 40mm nur 159 00 €""@pl [SEP] ""Daniel Wellington Classic Man Black Cornwall silver""@en-GB silver 10:35 Watch boutique""@en-GB",1
"""Polar V800 Watch - Black/Silver""@en-GB "" Accessories Polar Black/Silver 92052229 ""@en-GB [SEP] ""Polar M400 - Black HR""@en "" Polar HR Accessories 90051341 ""@en",0
"""Omega Seamaster 300m 2531.80.00"" 2531.80.00 Watch | Watchfinder & Co."" [SEP] ""Omega Seamaster 300m 2254.50.00"" 2254.50.00 Watch | Watchfinder & Co.""",0
"""SUUNTO AMBIT 3 PEAK BLACK""@en BLACK - TREKKING GPS Suunto colour Black SS020677000 Athletic footwear apparel and sports equipment""@en [SEP] "" Charge 2 Fitness Wristband (Large, Black) ""Fitbit (Large FB407SBKL B&H""",0
"""Skagen SKW6237 Holst mens watch"" [SEP] ""Herren Skagen Holst Uhr SKW6237""@de",1
""" Seiko Men's Prospex Diver Automatic Watch""@en ""Men's Watch (SRP775K1) - WATCH SHOP.com™""@en [SEP] "" Tissot Men's PR100 Chronograph Watch""@en ""Men's Watch (T1014171103100) - WATCH SHOP.com™""@en",0
""" Casio Men's G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men's Watch (GW-9400-1ER) - WATCH SHOP.com™""@en [SEP] "" Casio Men's Classic Alarm Chronograph Watch""@en ""Men's Watch (AQ-230A-1DMQYES) - WATCH SHOP.com™""@en",0
""" DANIEL WELLINGTON Men's Glasgow Silver 36mm Watch ""@en ""DANIEL DW00100047 £72.00 - TheWatchSuperstore.com™""@en [SEP] "" Daniel Wellington Men's Glasgow 40mm Watch""@en ""Men's Watch (DW00100004) - WATCH SHOP.com™""@en",0
"""Michael Kors MK3192 Darci watch"" [SEP] ""DKNY NY2502 Minetta watch""",0
"""Cartier"" ""CartierCartier Santos Dumont Watch WH100351"" [SEP] ""Cartier"", ""CartierCartier Santos Dumont 18kt Rose Gold Ladies Watch W2009251""",0
"""Cartier"" ""CartierCartier New Santos Series Men's Watch W20090 x 8"" [SEP] "" Silver New Color Earrings with Quartzite ""@en ""Silver - Tous""@en",0
"""Hamilton Jazzmaster Chrono Quartz Watch H32612555"" [SEP] ""Skagen SKW2075 Watch""",0
"""Cartier Santos 100 Watch W20072X7"" ""Shop Cartier W20106X8 Watches | Northeastern Fine Jewelry"" [SEP] ""Cartier Santos De Cartier 100 ""@en",0
"""Daniel Wellington Classic Man Black Sheffield silver""@en-GB silver 10:35 Watch boutique""@en-GB [SEP] ""Ladies Daniel Wellington Sheffield Silver 36mm Watch DW00100053""",0
""" Casio Edifice ECW-M300EDB-1AER Solar Wave Ceptor Watch ""Casio Racing - [SEP] ""Casio Edifice EF-121D-1AVEF""@en EF-121D-1AVEF - Casio Watches""@en",0
"""Cartier"" ""CartierCartier Classic Santos Series Men's Watch W20099C4"" [SEP] ""Cartier"" ""CartierCartier Classic Santos Series Men's Watch W20055D6""",0
"""Tissot T-Sport V8 Chronograph Men's Watch T36131672"" "" Tissot T36131672 | watchtag.com"" [SEP] "" Tissot Men's T-Touch Classic Alarm Chronograph Watch""@en ""Men's Watch (T0834201105700) - WATCH SHOP.com™""@en",0
"""Michele Serein Watch MWW21A000001"" ""Shop Michele MWW21A000008 Watches | Northeastern Fine Jewelry"" [SEP] ""Hamilton Jazzmaster Lady Quartz Watch H42211155""",0
"""Suunto M2 - Black""@en "" Suunto Accessories Black ""@en [SEP] ""Polar Loop 2 - Smokey Black""@en "" Polar Running Accessories Black ""@en",0
"""Cartier Santos 100 Watch W20126X8"" ""Shop Cartier W20126X8 Watches | Northeastern Fine Jewelry"" [SEP] ""Cartier Santos 100 Automatic Medium Steel"" Steel W20126X8 on Watch Agora""",1
"""Cartier"" ""CartierCartier Classic Santos Series Men's Watch W20099C4"" [SEP] ""Cartier"", ""CartierCartier Pasha Series Men's Watch W31077U2""",0
"""Omega Speedmaster 311.30.42.30.01.005"" [SEP] ""Omega Speedmaster Watch 311.30.42.30.01.005"" ""Speedmaster""",1
"""Glasgow Rose Gold Ladies´ Watch 36mm""@en ""Daniel Wellington Glasgow 36mm nur € 111.20""@en [SEP] ""Orchard Watch""@en ""RumbaTime Orchard Watch | SHOPBOP SAVE UP TO 30% Use Code: MORE17""@en",0
"""Michele Deco Mid Watch MWW06V000002"" ""Shop Michele MWW06V000003 Watches | Northeastern Fine Jewelry"" [SEP] ""ArtCarved Classic Engagement Ring 31-V219ERW-E"" ""Shop ArtCarved 31-V331ERW-E rings | Northeastern Fine Jewelry""",0
""" Seiko Astron Men's GPS Titanium Chronograph Watch""@en ""Men's Watch (SSE047J1) - WATCH SHOP.com™""@en [SEP] ""Seiko Solar Chronograph Alarm 100m Men's Watch SSC437P1 ""@en | Dutyfreeislandshop.com""@en",0
"""watch Max Bill""@en ""Junghans watch Bill 027/4002.44 nur € 955.00""@en [SEP] "" Junghans Men's Max Bill Automatic Watch""@en ""Men's Watch (027/4002.44) - WATCH SHOP.com™""@en",1
"""SUUNTO AMBIT 3 PEAK BLACK HR""@en HR - TREKKING GPS Suunto colour Black SS020674000 Athletic footwear apparel and sports equipment""@en [SEP] ""Suunto Ambit 3 Sports with HR - Black""@en "" Suunto Heart Rate Accessories Black ""@en",0
"""Seiko 5 Automatic 24 Jewels Men's 100m Rubber Sports Watch SRP601K1 ""@en | Dutyfreeislandshop.com""@en [SEP] ""Seiko Prospex 24 jewels Automatic 200m Diver Black & Blue Men's Watch SRP581K1 ""@en | Dutyfreeislandshop.com""@en",0
"""Seiko Automatic Divers Rubber Band SKX007K1 SKX007K Mens Watch""@en-US Watch - DownUnderWatches""@en-US [SEP] "" Tissot Men's Le Locle Automatic Watch""@en ""Men's Watch (T41148353) - WATCH SHOP.com™""@en",0
""" Daniel Wellington Ladies' Sheffield Silver 36mm Watch""@en ""Ladies' Watch (DW00100053) - WATCH SHOP.com™""@en [SEP] "" Daniel Wellington Ladies' Bristol Silver 36mm Watch""@en ""Ladies' Watch (DW00100056) - WATCH SHOP.com™""@en",0
"""Raymond Weil Toccata Watch 5988-ST-00300"" ""Shop Raymond 5988-STP-97081 Watches | Costello Jewelry Company"" [SEP] "" Ladies Raymond Weil Toccata Watch 5988-ST-00300 ""Raymond Watches""",1
"""Omega Seamaster Chrono Diver 2599.80.00"" 2599.80.00 Watch | Watchfinder & Co."" [SEP] ""Carl F Bucherer Power Reserve Watch 00.10912.08.13.01"" ""Shop Carl 00.10912.08.13.21 Watches | Costello Jewelry Company""",0
"""Cartier Ronde Louis Cartier Watch W6800151"" ""Shop WR000551 Watches | Northeastern Fine Jewelry"" [SEP] ""Cartier Ronde Louis Cartier Watch W6800151"" ""Shop WR000251 Watches | Northeastern Fine Jewelry""",1
"""Mens Casio Edifice Waveceptor Alarm Chronograph Radio Controlled Solar Powered Watch ECW-M300EDB-1AER"" [SEP] "" Casio Edifice ECW-M300EDB-1AER Solar Wave Ceptor Watch ""Casio Racing -",1
"""Omega Seamaster Chrono Diver 2599.80.00"" 2599.80.00 Watch | Watchfinder & Co."" [SEP] ""14K White Gold, Diamond Solitaire Earrings, 1.00 ctw.""@en ctw. - Fall Bridal Catalog 2017 Wedding""@en Earrings Gold",0
"""Casio G-Shock GA-100-1A4ER""@en GA-100-1A4ER - Casio Watches""@en [SEP] ""Casio Wave Ceptor WV-58DE-1A""@en WV-58DE-1A - Casio WaveCeptor Watches""@en",0
""" Casio Men's Pro-Trek Alarm Chronograph Watch""@en ""Men's Watch (PRG-300-1A2ER) - WATCH SHOP.com™""@en [SEP] "" Tissot Men's Visodate Automatic Watch""@en ""Men's Watch (T0194303603101) - WATCH SHOP.com™""@en",0
"""Alpina Pilot Quartz Chronograph Watch AL-372BGR4S6"" ""Shop Alpina AL-372LBBG4FBV6 | Moyer Fine Jewelers"" [SEP] ""Parade Hemera Wedding Band R2712-R1-BD"" ""Shop Parade R3152-R1-BD bands | Mitchum Jewelers""",0
""" TAG HEUER CARRERA Calibre 5 Day-Date Automatikuhr 100 M - ∅41 mm WAR201E.FC6292 ""@de ""TAG Heuer Carrera Automatic Watch 41 | watch price""@de [SEP] "" TAG HEUER AQUARACER Calibre 5 Orologio automatico 300 M - ∅41 mmLunetta in ceramica WAY211B.FC6363 ""@it ""TAG Heuer Aquaracer Automatic Watch 41 mm | watch price""@it",0
"""Seiko Automatic Divers Rubber Band SKX007K1 SKX007K Mens Watch""@en-US Watch - DownUnderWatches""@en-US [SEP] "" Seiko Men's Automatic Watch""@en ""Men's Watch (SSA231K1) - WATCH SHOP.com™""@en",0
""" Junghans Men's Meister Kalendar Automatic Watch""@en ""Men's Watch (027/4200.00) - WATCH SHOP.com™""@en [SEP] ""Bvlgari Solotempo Watch BGOP38WGLD"" BGO41BBSVD | Dejaun Jewelers""",0
"""Hamilton American Classic Valiant Quartz Watch H39251194"" [SEP] ""Hamilton American Classic Valiant Auto Watch H39415654""",0
"""Cartier Pasha W31079M7"" W31079M7 Watch | Watchfinder & Co."" [SEP] ""Panerai Radiomir Watch PAM00388"" ""Shop Panerai PAM00424 Watches | Northeastern Fine Jewelry""",0
"""Michele Serein Watch MWW21A000058"" ""Shop Michele MWW21A000001 Watches | Northeastern Fine Jewelry"" [SEP] ""Michele Serein Watch MWW21A000008"" ""Shop Michele MWW21A000001 Watches | Northeastern Fine Jewelry""",0
"""Cartier"", ""CartierCartier Must 21 Series Men's Watch W10125U2"" [SEP] ""Cartier Must 21 W10125U2"" W10125U2 Watch | Watchfinder & Co.""",1
""" Seiko Men's Prospex Diver Automatic Watch""@en ""Men's Watch (SRP775K1) - WATCH SHOP.com™""@en [SEP] ""Seiko SRP775K1 Prospex watch""",1
"""Michael Kors MK3192 Darci watch"" [SEP] "" Ladies Michael Kors Darci Watch MK3192 ""Brands""",1
